job_title,company_name,job_location,work_place,salary_range,more_detail_link,job_id,work_type,workplace,years_experience,min_education,category,sub_category,role
Backend Developer (Jogja),PCS Payment,"Kapanewon Ngaglik, Sleman, DI Yogyakarta",Kerja di kantor,Rp4jt-Rp7jt,https://glints.com/id/opportunities/jobs/backend-developer-jogja/b82f0628-3e44-439e-b3ec-d77f1ac84c1a?utm_referrer=explore,b82f0628-3e44-439e-b3ec-d77f1ac84c1a,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
Mobile Developer,PT Code Development Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/mobile-developer/7282d37d-fb99-44d5-a142-ed3882dd2c3d?utm_referrer=explore,7282d37d-fb99-44d5-a142-ed3882dd2c3d,full_time,Remote/Dari rumah,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,Mobile Developer
Staff IT,PT. Indo Emkay Abadi,"Tangerang, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/staff-it/0759d13f-c6ca-4646-9689-422b544bc0b0?utm_referrer=explore,0759d13f-c6ca-4646-9689-422b544bc0b0,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Staff Engineer,CV. Abadi Sentosa (BioAutotech),"Tarumajaya, Bekasi, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/staff-engineer/dfa2f7ff-8d83-480a-8c14-485cf07f4bbd?utm_referrer=explore,dfa2f7ff-8d83-480a-8c14-485cf07f4bbd,contract,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Staff Engineer
Full Stack Engineer,PT Mega SuperFood Nusantara,"Wonokromo, Surabaya, Jawa Timur",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/full-stack-engineer/28c20115-b79e-4d3f-a8ad-ff8098601104?utm_referrer=explore,28c20115-b79e-4d3f-a8ad-ff8098601104,full_time,Remote/Dari rumah,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Full Stack Engineer
WordPress Developer,PT. Baitussalam Mandiri,"Jatinegara, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/wordpress-developer/1ef49c68-2041-4001-9621-c0858918f3af?utm_referrer=explore,1ef49c68-2041-4001-9621-c0858918f3af,contract,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Software,Developer
Data Analyst,Royals Guard,"Kelapa Dua, Tangerang, Banten",Remote/Dari rumah,Rp4jt-Rp7jt,https://glints.com/id/opportunities/jobs/data-analyst/aa1ae31e-d778-4550-b573-1ca706c5095b?utm_referrer=explore,aa1ae31e-d778-4550-b573-1ca706c5095b,part_time,Remote/Dari rumah,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Data,Data Analyst
UI/UX Engineer,Vonix.id,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/ui-ux-engineer/f49cff4f-f983-4c28-ad4d-8685d1f76e8c?utm_referrer=explore,f49cff4f-f983-4c28-ad4d-8685d1f76e8c,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
Frontend Developer Intern,Fxmedia,"Pancoran, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/frontend-developer-intern/293b1dae-d392-445c-824e-f0279f595c58?utm_referrer=explore,293b1dae-d392-445c-824e-f0279f595c58,internship,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Frontend Development,Frontend Engineer
IT DEVELOPER,PT SYNERGY NETWORK SOLUTION,"Jagakarsa, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-developer/c36f51ec-ddb7-4616-98b7-8d87ac7e5b52?utm_referrer=explore,c36f51ec-ddb7-4616-98b7-8d87ac7e5b52,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Developer
Backend Developer,PT Merapi Tani Instrumen (Mertani),"Kapanewon Mlati, Sleman, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/ab3b77ef-9cd5-4b67-8a25-53a8e6acf207?utm_referrer=explore,ab3b77ef-9cd5-4b67-8a25-53a8e6acf207,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
IT Technical Writer,PT Praweda Sarana Informatika,"Pal Merah, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-technical-writer/47d4c242-df78-4a9c-94d9-af7a974c90fa?utm_referrer=explore,47d4c242-df78-4a9c-94d9-af7a974c90fa,contract,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Application Support,PT Geek portal indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/application-support/daf423f7-5f04-4d36-9d2c-f58e801869c6?utm_referrer=explore,daf423f7-5f04-4d36-9d2c-f58e801869c6,full_time,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,Technical Sales Support,Technical Support Engineer
Data Management Specialist,PT Bumi Terra Gaia,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-management-specialist/766990ec-05b6-4df0-b72c-a8b07b6e8e6d?utm_referrer=explore,766990ec-05b6-4df0-b72c-a8b07b6e8e6d,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Entry
Data & Business Intelligence Specialist,PT Bumi Terra Gaia,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-and-business-intelligence-specialist/2428f8c3-dadc-4e40-bc29-7c514e69a102?utm_referrer=explore,2428f8c3-dadc-4e40-bc29-7c514e69a102,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Business Intelligence Analyst
IT PROJECT MANAGER,PT Praweda Sarana Informatika,"Pal Merah, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-project-manager/ec33af6d-dcac-4df6-b010-ec9c7dfd795e?utm_referrer=explore,ec33af6d-dcac-4df6-b010-ec9c7dfd795e,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Backend Developer,Bolehdicobadigital,"Lengkong, Bandung, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/182a1a90-aa04-4df8-a0b0-32a579d02bb2?utm_referrer=explore,182a1a90-aa04-4df8-a0b0-32a579d02bb2,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Web Developer
Software Quality Assurance,Bolehdicobadigital,"Lengkong, Bandung, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-quality-assurance/440e1d96-0d7b-42ff-a488-2a396b9c1853?utm_referrer=explore,440e1d96-0d7b-42ff-a488-2a396b9c1853,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
IT Security Department Head (Manager),PT Praweda Sarana Informatika,"Pal Merah, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-security-department-head-manager/8f7ee9b3-0d8c-4c11-8f1c-cd622d763a41?utm_referrer=explore,8f7ee9b3-0d8c-4c11-8f1c-cd622d763a41,full_time,Kerja di kantor,Lebih dari 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
IT Infrastructure Division Head,PT Praweda Sarana Informatika,"Pal Merah, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-infrastructure-division-head/34b3e4c4-eca0-4ce1-a579-06a4f1c05383?utm_referrer=explore,34b3e4c4-eca0-4ce1-a579-06a4f1c05383,full_time,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Programmer,PT Betjik Djojo,"Simokerto, Surabaya, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/programmer/1df7a7a6-a024-4d37-832c-5a122345bf70?utm_referrer=explore,1df7a7a6-a024-4d37-832c-5a122345bf70,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Programmer
Android Developer,PT. Dynamics Management Solution,"Pasar Minggu, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp9jt-Rp18jt,https://glints.com/id/opportunities/jobs/android-developer/c5162aeb-9f83-4a10-a21e-bac7d9eb1923?utm_referrer=explore,c5162aeb-9f83-4a10-a21e-bac7d9eb1923,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,Mobile Developer
Data Analyst,PT. Ebdesk Teknologi,"Pondok Aren, Tangerang Selatan, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-analyst/e99ab0c8-e772-409e-bb63-68634cfbb2da?utm_referrer=explore,e99ab0c8-e772-409e-bb63-68634cfbb2da,contract,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Data,Data Analyst
Application Support,Lawencon International,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp7jt-Rp12jt,https://glints.com/id/opportunities/jobs/application-support/3d829ed9-5802-47b1-890b-83259d227012?utm_referrer=explore,3d829ed9-5802-47b1-890b-83259d227012,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Web Developer,PT. ANUGRAH CIPTA KARYATAMA,"Kembangan, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/web-developer/39408430-fc38-4a1c-b688-d0c03b195883?utm_referrer=explore,39408430-fc38-4a1c-b688-d0c03b195883,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Web Developer
Web Engineer,PT Anugrah Media Karyatama,"Kembangan, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/web-engineer/e8b9174f-7794-4a54-a1ad-e4997f94be50?utm_referrer=explore,e8b9174f-7794-4a54-a1ad-e4997f94be50,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Web Developer
Account Manager B2G,PT. Karlin Mastrindo,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,"Rp6,5jt-Rp10jt",https://glints.com/id/opportunities/jobs/account-manager-b2g/7336c3bf-4a35-4395-bac9-a851a871c724?utm_referrer=explore,7336c3bf-4a35-4395-bac9-a851a871c724,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Game Development,PT Reka Multi Aptika,"Senen, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp6jt-Rp12jt,https://glints.com/id/opportunities/jobs/game-development/123ebfc2-9156-4065-8a7d-28dccbd7ca4d?utm_referrer=explore,123ebfc2-9156-4065-8a7d-28dccbd7ca4d,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Game Developer
Engineering,Sooji Restaurant,"Kapanewon Sleman, Sleman, DI Yogyakarta",Kerja di kantor,"Rp2,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/engineering/cccd4009-e862-43d0-a00b-2dd56a329f83?utm_referrer=explore,cccd4009-e862-43d0-a00b-2dd56a329f83,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Software,Staff Engineer
Backend Developer,Keeppack Indonesia,"Blimbing, Malang, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/db8aedc9-dc00-4353-a2c7-71645b622763?utm_referrer=explore,db8aedc9-dc00-4353-a2c7-71645b622763,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
Site Supervisor Engineering,PT. ThermoTech Solution,"Cipondoh, Tangerang, Banten",Kerja di kantor,"Rp6jt-Rp6,5jt",https://glints.com/id/opportunities/jobs/site-supervisor-engineering/84a8660f-67f9-48df-9193-93e1408f4041?utm_referrer=explore,84a8660f-67f9-48df-9193-93e1408f4041,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Senior Technical Position,Software Engineering Manager
IT Suppot area Karangayu (Semarang),Pt. Day Trans,"Semarang Barat, Semarang, Jawa Tengah",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-suppot-area-karangayu-semarang/eacb408a-44f3-4a47-8129-b2efa9f9b676?utm_referrer=explore,eacb408a-44f3-4a47-8129-b2efa9f9b676,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
IT Project Manager,PT Sigma Global Teknologi,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp9jt-Rp12jt,https://glints.com/id/opportunities/jobs/it-project-manager/e9731c30-8ca8-4aca-be4a-b10204e5502c?utm_referrer=explore,e9731c30-8ca8-4aca-be4a-b10204e5502c,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Telecommunication,Communication Project Manager
Senior Data Engineer,PT Solusi Sentral Data,"Dukuh Pakis, Surabaya, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/senior-data-engineer/cba23573-b79a-4778-9403-07872a8846c8?utm_referrer=explore,cba23573-b79a-4778-9403-07872a8846c8,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Engineer
Backend Developer,AJARI TECHNOLOGIES,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/e278e49f-8ae5-40d0-9690-08142365ab47?utm_referrer=explore,e278e49f-8ae5-40d0-9690-08142365ab47,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
IT Project Manager,PT Netmarks Indonesia,"Pademangan, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-project-manager/5a1af59c-c8ab-442c-9fb9-3eaa7eba49f6?utm_referrer=explore,5a1af59c-c8ab-442c-9fb9-3eaa7eba49f6,contract,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Telecommunication,Communication Project Manager
Geomatic Specialist,PT. ExsaMap Asia,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/geomatic-specialist/0b49e9b8-4fb4-46a0-adcf-b70a29f130bb?utm_referrer=explore,0b49e9b8-4fb4-46a0-adcf-b70a29f130bb,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Software Engineer
QA/QC,Ibunda.id,"Antapani, Bandung, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/qa-qc/9ec525d4-e4e6-4019-9bd9-9732b4ac6243?utm_referrer=explore,9ec525d4-e4e6-4019-9bd9-9732b4ac6243,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,QA & Software Testing,QA Engineer
Frontend Developer,Kommunitas,"Jambi Selatan, Jambi, Jambi",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/frontend-developer/6f8eba3a-cfa5-4b54-8b2c-81377b08676c?utm_referrer=explore,6f8eba3a-cfa5-4b54-8b2c-81377b08676c,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Frontend Development,Frontend Engineer
Data Scientist,PT. Hexaon Business Mitrasindo,"Grogol Petamburan, Jakarta Barat, DKI Jakarta",Kerja di kantor,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/data-scientist/695a2ac8-5f3d-4129-8061-c95e7282e6c2?utm_referrer=explore,695a2ac8-5f3d-4129-8061-c95e7282e6c2,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Scientist
Teknisi Printer,PT Manxi Image Perkasa,"Laweyan, Surakarta, Jawa Tengah",Kerja di kantor,"Rp1,8jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/teknisi-printer/5b8139a0-73b1-4468-9f7b-bc1f136c95e5?utm_referrer=explore,5b8139a0-73b1-4468-9f7b-bc1f136c95e5,full_time,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Other Computer & Information Technology,AR & VR Engineer
Programmer Komputer,Pt Medika Digital Nusantara,"Kapanewon Sleman, Sleman, DI Yogyakarta",Kerja di kantor,Rp3jt-Rp5jt,https://glints.com/id/opportunities/jobs/programmer-komputer/e5fadd54-6d1c-4086-b081-8107bae6af9b?utm_referrer=explore,e5fadd54-6d1c-4086-b081-8107bae6af9b,contract,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Computer Programmer
DevOps Engineer,PT. Solusi Kode Indonesia,"Ciputat, Tangerang Selatan, Banten",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/devops-engineer/e51daadc-40a8-4776-9c1e-9033f5073958?utm_referrer=explore,e51daadc-40a8-4776-9c1e-9033f5073958,full_time,Remote/Dari rumah,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",Devops Engineer
Staff IT Penempatan Jambi,Pt Medika Digital Nusantara,"Jambi Timur, Jambi, Jambi",Kerja di kantor,"Rp3,5jt-Rp5jt",https://glints.com/id/opportunities/jobs/staff-it-penempatan-jambi/677f4472-9e87-4665-8645-515066fae934?utm_referrer=explore,677f4472-9e87-4665-8645-515066fae934,full_time,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Teknisi Helpdesk,Pt. Sapta Tunas Teknologi,"Sawah Besar, Jakarta Pusat, DKI Jakarta",Kerja di kantor,"Rp4jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/teknisi-helpdesk/19f10f1b-8210-4b49-8a32-7adbcc067b5f?utm_referrer=explore,19f10f1b-8210-4b49-8a32-7adbcc067b5f,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
Java Developer,PT Bawana Margatama,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/java-developer/b1734e1d-b917-43db-aeb0-11b2b08a5d1f?utm_referrer=explore,b1734e1d-b917-43db-aeb0-11b2b08a5d1f,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Developer
Technical Writer,Pt Bionic Teknologi Indonesia,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/technical-writer/f118af09-50eb-4f87-93f5-5fb3846fe5bb?utm_referrer=explore,f118af09-50eb-4f87-93f5-5fb3846fe5bb,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Other Computer & Information Technology,Other Technical Positions
IT Project Manager,PT Digital Netwerk Venture Indonesia,"Blimbing, Malang, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-project-manager/f742a29d-0910-4f3e-bf44-1258ae6b83be?utm_referrer=explore,f742a29d-0910-4f3e-bf44-1258ae6b83be,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Java Developer,PT Sigma Global Teknologi,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Kerja di kantor,"Rp6,5jt-Rp13jt",https://glints.com/id/opportunities/jobs/java-developer/1bd8fef7-a8f3-4359-9ad5-ba9be858a93c?utm_referrer=explore,1bd8fef7-a8f3-4359-9ad5-ba9be858a93c,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Java Developer
