job_title,company_name,job_location,work_place,salary_range,more_detail_link,job_id,work_type,workplace,years_experience,min_education,category,sub_category,role
Engineer On Duty,PT. Amalura Multi Dimensi,"Pulogadung, Jakarta Timur, DKI Jakarta",Kerja di kantor,Rp5jt-Rp8jt,https://glints.com/id/opportunities/jobs/engineer-on-duty/037ac620-3177-4c47-a967-3feb2598df52?utm_referrer=explore,037ac620-3177-4c47-a967-3feb2598df52,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
Big Data Technologies Engineer,PT. Amalura Multi Dimensi,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/big-data-technologies-engineer/40901eb1-1f8a-4519-a8d8-9dbf2674310c?utm_referrer=explore,40901eb1-1f8a-4519-a8d8-9dbf2674310c,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Engineer
Programmer (Python or Java),PT. Amalura Multi Dimensi,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/programmer-python-or-java/ff7caf74-df52-4f76-a9fd-bc1d295a340a?utm_referrer=explore,ff7caf74-df52-4f76-a9fd-bc1d295a340a,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Programmer
IT Support - Salatiga,PT Formulatrix Indonesia,"Tingkir, Salatiga, Jawa Tengah",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-support-salatiga/092c9472-f5f9-43e7-ab5f-dd3fccb808b7?utm_referrer=explore,092c9472-f5f9-43e7-ab5f-dd3fccb808b7,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Staff IT,Visero Indonesia,"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/staff-it/8b2f852c-5458-4dda-b362-7267b328dbb8?utm_referrer=explore,8b2f852c-5458-4dda-b362-7267b328dbb8,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",Operations & Technology Professionals
Aplication Development,Mostrans Global Digilog,"Pulogadung, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/aplication-development/c7d64d29-6d47-46b4-a610-8478b15becc1?utm_referrer=explore,c7d64d29-6d47-46b4-a610-8478b15becc1,full_time,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Other Computer & Information Technology,Other Technical Positions
QA Tester Manual,OCTA Infinite Solutions,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/qa-tester-manual/b2ff61c7-9bdc-4304-8f31-8c0d35d9ca16?utm_referrer=explore,b2ff61c7-9bdc-4304-8f31-8c0d35d9ca16,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,QA & Software Testing,QA Tester
Android Developer,PT. Akhdani Reka Solusi,"Kemayoran, Jakarta Pusat, DKI Jakarta",Kerja di kantor,"Rp5jt-Rp8,5jt",https://glints.com/id/opportunities/jobs/android-developer/86a0c215-e095-414c-bfcb-5e7bc8a9b3df?utm_referrer=explore,86a0c215-e095-414c-bfcb-5e7bc8a9b3df,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,Android Developer
Backend Engineer,PT. Akhdani Reka Solusi,"Kemayoran, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-engineer/34b519e0-5f92-4f9a-8ecd-54ce3c4e52d4?utm_referrer=explore,34b519e0-5f92-4f9a-8ecd-54ce3c4e52d4,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
Database Administrator,TIX ID,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/database-administrator/d4e05e91-0fcf-43a7-b644-fa8c3c917a0b?utm_referrer=explore,d4e05e91-0fcf-43a7-b644-fa8c3c917a0b,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Network, System & Database Admin",Database Administrator
Full Stack Developer,Kecilin,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp10jt,https://glints.com/id/opportunities/jobs/full-stack-developer/bb1c7b86-ab4c-43fb-bb84-c5d64585da49?utm_referrer=explore,bb1c7b86-ab4c-43fb-bb84-c5d64585da49,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Full Stack Engineer
DevOps Engineer,PT Mplus Solusi Perdana,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/devops-engineer/093d7d03-de92-4830-8b30-915b289617ab?utm_referrer=explore,093d7d03-de92-4830-8b30-915b289617ab,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",Devops Engineer
Android Developer,PT. Quantic Inovasi Teknologi,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/android-developer/2062adff-97f9-4fc5-91f3-465a7830979b?utm_referrer=explore,2062adff-97f9-4fc5-91f3-465a7830979b,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,Android Developer
Network Operation Center,Pt Satkomindo Mediyasa,"Pasar Minggu, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp100rb,https://glints.com/id/opportunities/jobs/network-operation-center/b8eae886-ba89-45a2-a591-46baff90dfe0?utm_referrer=explore,b8eae886-ba89-45a2-a591-46baff90dfe0,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Telecommunication,Telecommunications Network Engineer
Backend Developer,OCTA Infinite Solutions,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/c42d11c9-37ca-45ca-9c4f-c760e1809059?utm_referrer=explore,c42d11c9-37ca-45ca-9c4f-c760e1809059,contract,Kerja di kantor,5 – 10 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Backend Development,Backend Developer
DevOps Engineer,PT Karisma Zona Kreatifku (KAZOKKU),"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp8jt-Rp12jt,https://glints.com/id/opportunities/jobs/devops-engineer/8c52379d-b5dd-46fe-b977-5702a0c2468a?utm_referrer=explore,8c52379d-b5dd-46fe-b977-5702a0c2468a,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Operation, Maintenance & Technical Support",Devops Engineer
Java Quarkus Developer,PT Entrepreneur Trust Digital,"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp6jt,https://glints.com/id/opportunities/jobs/java-quarkus-developer/224b95ee-f494-4a17-9c85-40fcc5900d80?utm_referrer=explore,224b95ee-f494-4a17-9c85-40fcc5900d80,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Backend Development,Java Developer
Project Engineer,DCT GROUP,"Bekasi Selatan, Bekasi, Jawa Barat",Kerja di kantor,"Rp5,5jt-Rp6,5jt",https://glints.com/id/opportunities/jobs/project-engineer/98849a91-e141-4aa9-8013-427d23d1c19b?utm_referrer=explore,98849a91-e141-4aa9-8013-427d23d1c19b,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Technical Support & Implentor,PT Reka Cipta Solusi,"Cibeunying Kidul, Bandung, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/technical-support-and-implentor/4fe46cd4-96a3-42eb-b8e1-3c909e9f56af?utm_referrer=explore,4fe46cd4-96a3-42eb-b8e1-3c909e9f56af,full_time,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Business Analyst,PT 360 Teknologi Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp4jt-Rp13jt,https://glints.com/id/opportunities/jobs/business-analyst/c6853fe0-fc89-4605-899a-fb8ba9379fe2?utm_referrer=explore,c6853fe0-fc89-4605-899a-fb8ba9379fe2,full_time,Kerja di kantor,3 – 5 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Application Developer Technical Lead,PT Marsindo Konsult Prima,"Pancoran, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/application-developer-technical-lead/40929f7d-b91f-4cc5-a341-d2911ad5ba58?utm_referrer=explore,40929f7d-b91f-4cc5-a341-d2911ad5ba58,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Communication Executive,C+C&Co,"Genteng, Surabaya, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/communication-executive/08bf13c5-adb3-42e0-ab97-6821ea1f62e7?utm_referrer=explore,08bf13c5-adb3-42e0-ab97-6821ea1f62e7,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Telecommunication,Communication Project Manager
Sourcing Virtual Internship (Malang),GAO Tek inc.,"Lowokwaru, Malang, Jawa Timur",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/sourcing-virtual-internship-malang/1655f5f4-a46b-431a-8a6c-2b69685fae62?utm_referrer=explore,1655f5f4-a46b-431a-8a6c-2b69685fae62,internship,Remote/Dari rumah,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Full Stack Developer,Kawan Kerja,"Bandung Kulon, Bandung, Jawa Barat",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/full-stack-developer/318cbc0b-1a40-495b-a38b-07f7d317cd21?utm_referrer=explore,318cbc0b-1a40-495b-a38b-07f7d317cd21,internship,Remote/Dari rumah,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Software,Full Stack Engineer
Drafter,PT. Silcon Adilaras,"Cimahi Utara, Cimahi, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/drafter/dc50836d-6e75-480f-8966-c25336d958ff?utm_referrer=explore,dc50836d-6e75-480f-8966-c25336d958ff,full_time,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Software,Programmer
Cybersecurity Engineer,AdIns (Advance Innovations) - PT. Adicipta Inovasi Teknologi,"Kebon Jeruk, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/cybersecurity-engineer/ada61ac7-2ff0-4d20-aa4e-ea2705b097d3?utm_referrer=explore,ada61ac7-2ff0-4d20-aa4e-ea2705b097d3,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",Security Engineer
Application Developer (.NET) Jakarta/Malang,AdIns (Advance Innovations) - PT. Adicipta Inovasi Teknologi,"Kebon Jeruk, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/application-developer-net-jakarta-malang/a196cfc8-7095-4fd5-bf1f-64cc1cb3545d?utm_referrer=explore,a196cfc8-7095-4fd5-bf1f-64cc1cb3545d,full_time,Kerja di kantor,Minimal Sarjana (S1),Object-Oriented Programming (OOP),Computer & Information Technology,Software,Developer
Quality Assurance Automation Engineer,AdIns (Advance Innovations) - PT. Adicipta Inovasi Teknologi,"Kebon Jeruk, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/quality-assurance-automation-engineer/d180e9de-a64b-453f-85ab-2e358dfc4e1f?utm_referrer=explore,d180e9de-a64b-453f-85ab-2e358dfc4e1f,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Hardware Development,Automation Engineer
System Analyst Jakarta/Malang,AdIns (Advance Innovations) - PT. Adicipta Inovasi Teknologi,"Kebon Jeruk, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/system-analyst-jakarta-malang/c5d986d1-5040-4a85-a612-b43b5f50ce51?utm_referrer=explore,c5d986d1-5040-4a85-a612-b43b5f50ce51,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Network, System & Database Admin",System Analyst
Staff Teknik,PT. Silcon Adilaras,"Cimahi Utara, Cimahi, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/staff-teknik/c201a68a-6634-46a5-84bd-14b6a4130f3e?utm_referrer=explore,c201a68a-6634-46a5-84bd-14b6a4130f3e,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Other Technical Positions
IT Support,Sekolah Pelita Harapan,"Penjaringan, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp6jt-Rp8jt,https://glints.com/id/opportunities/jobs/it-support/29b632c8-11d5-4e58-8033-ddf3953d8048?utm_referrer=explore,29b632c8-11d5-4e58-8033-ddf3953d8048,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Software Engineer,Mitramas Infosys Global,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp6jt-Rp8jt,https://glints.com/id/opportunities/jobs/software-engineer/35b75cff-5ac4-4c53-a4ad-0d49abe0b785?utm_referrer=explore,35b75cff-5ac4-4c53-a4ad-0d49abe0b785,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
Frontend Developer,PT Neural Technologies Indonesia (Official),"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/frontend-developer/617866c6-305d-4e5f-849b-ff985bba61d8?utm_referrer=explore,617866c6-305d-4e5f-849b-ff985bba61d8,contract,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Frontend Development,Frontend Engineer
Software Engineer,Sekolah Pelita Harapan,"Kelapa Dua, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-engineer/fca86694-0362-4d90-a557-94363ce9e8a2?utm_referrer=explore,fca86694-0362-4d90-a557-94363ce9e8a2,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
ADMIN ONLINE SHOP,PT Trinet Prima Solusi,"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp3jt-Rp5jt,https://glints.com/id/opportunities/jobs/admin-online-shop/3e1f278a-4336-492f-8e15-d46e3a3f0225?utm_referrer=explore,3e1f278a-4336-492f-8e15-d46e3a3f0225,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,"Network, System & Database Admin",System Administrator
Backend Engineer,TIX ID,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-engineer/eb7c145f-4a38-4649-b3cc-e3704e3d2783?utm_referrer=explore,eb7c145f-4a38-4649-b3cc-e3704e3d2783,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
WordPress Developer,Talenavi by RECTmedia,"Semarang Tengah, Semarang, Jawa Tengah",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/wordpress-developer/4dd45eb4-0718-4ba4-a2dc-6e0ecc893e92?utm_referrer=explore,4dd45eb4-0718-4ba4-a2dc-6e0ecc893e92,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Software,Computer Programmer
Full Stack Engineer,Natural Farm,"Kebon Jeruk, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/full-stack-engineer/4128fce1-eeb6-40b3-9c5a-26fbbb80c206?utm_referrer=explore,4128fce1-eeb6-40b3-9c5a-26fbbb80c206,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Full Stack Engineer
Admin Data Analyst,PT Inti Nya Teknologi,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp5jt-Rp6jt,https://glints.com/id/opportunities/jobs/admin-data-analyst/609653bf-5f45-4399-80a0-41f08e00654b?utm_referrer=explore,609653bf-5f45-4399-80a0-41f08e00654b,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Analyst
Senior Python Developer,Dikshatek Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp10jt-Rp20jt,https://glints.com/id/opportunities/jobs/senior-python-developer/3b21864e-1cce-4f1e-9269-ff286925b4e3?utm_referrer=explore,3b21864e-1cce-4f1e-9269-ff286925b4e3,contract,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Senior Software Engineer
Teknisi Hardware & Software computer,Ex1st Com,"Medan Barat, Medan, Sumatera Utara",Kerja di kantor,"Rp1,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/teknisi-hardware-and-software-computer/5f4c0010-9f4b-4e54-9f32-a7ed75a48627?utm_referrer=explore,5f4c0010-9f4b-4e54-9f32-a7ed75a48627,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Software,Junior Software Engineer
Teknisi Hardware & Software computer,Ex1st Com,"Medan Barat, Medan, Sumatera Utara",Kerja di kantor,"Rp1,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/teknisi-hardware-and-software-computer/7c1f36c8-db84-4752-9fa5-e18c34f57214?utm_referrer=explore,7c1f36c8-db84-4752-9fa5-e18c34f57214,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Software,Junior Software Engineer
IT Solution,PT. Global Infotech Solutions,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/it-solution/4d805fc6-fac1-4f1e-9a30-13d063e8a6d5?utm_referrer=explore,4d805fc6-fac1-4f1e-9a30-13d063e8a6d5,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Corporate Sales,FOWTEDU,"Cakung, Jakarta Timur, DKI Jakarta",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/corporate-sales/fbb0a01e-9355-4628-b1ea-a8e8b6ec28ed?utm_referrer=explore,fbb0a01e-9355-4628-b1ea-a8e8b6ec28ed,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Technical Sales Support,Technical Sales Support
PHP Laravel,Pt Platinumetrix Global Inovasi,"Pinang, Tangerang, Banten",Kerja di kantor,Rp5jt-Rp10jt,https://glints.com/id/opportunities/jobs/php-laravel/d76be122-e800-4503-a636-e1917348b52f?utm_referrer=explore,d76be122-e800-4503-a636-e1917348b52f,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Developer
Project Management Officer (PMO),PT. HGT Services Indonesia,"Cengkareng, Jakarta Barat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/project-management-officer-pmo/5c31c7fb-525a-4378-94e2-a9fcc44c33d9?utm_referrer=explore,5c31c7fb-525a-4378-94e2-a9fcc44c33d9,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Project Admin Intern,PT Metaverse Indonesia Makmur (Nusameta),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/project-admin-intern/0d43bc00-1caa-4a93-9dd0-f280f50423b3?utm_referrer=explore,0d43bc00-1caa-4a93-9dd0-f280f50423b3,internship,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Other Computer & Information Technology,Other Technical Positions
