,job_title,company_name,salary_range,skill,more_detail_link,job_id,work_type,workplace,years_experience,min_education,sub_category,role,scrapped_date,district,city,province
515,Business Intelligence Analyst,PT Indo Cipta Daya,Rp8jt-Rp9jt,"Business Intelligence,SQL,Web Development",https://glints.com/id/opportunities/jobs/business-intelligence-analyst/26f5b37f-a069-4788-9964-72e53d27fa7e?utm_referrer=explore,26f5b37f-a069-4788-9964-72e53d27fa7e,contract,onsite,1-3,Sarjana,Data,Business Intelligence Analyst,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
516,Network Support Engineer,PT Sakti C. Jaya,-,"FTTX Networks,IP Networking,Technology",https://glints.com/id/opportunities/jobs/network-support-engineer/41f43383-eca5-4206-89c2-c30d03c0665c?utm_referrer=explore,41f43383-eca5-4206-89c2-c30d03c0665c,full_time,onsite,1-3,Diploma,"Network, System & Database Admin",Network Engineer,4/3/2024,Matraman, Jakarta Timur, DKI Jakarta
517,Frontend Engineer JOG (Middle - Senior Level),Meda,Rp4jt-Rp10jt,"React.js,Dart,Mobile App Development,Nuxt.js,JavaScript",https://glints.com/id/opportunities/jobs/frontend-engineer-jog-middle-senior-level/0ada70de-2c60-4660-9ad5-86c59dfb7e3e?utm_referrer=explore,0ada70de-2c60-4660-9ad5-86c59dfb7e3e,full_time,onsite,1-3,Sarjana,Frontend Development,Frontend Engineer,4/3/2024,Kapanewon Sleman, Sleman, DI Yogyakarta
518,Backend Developer,PT. Deptech Digital Indonesia,-,"Object-Oriented Programming (OOP),Apache,Springboot,Camel,Java,Spring Framework,Kafka",https://glints.com/id/opportunities/jobs/backend-developer/f21af3ab-ee13-43bf-b497-3f5b5ca25fb9?utm_referrer=explore,f21af3ab-ee13-43bf-b497-3f5b5ca25fb9,contract,onsite,3-5,Sarjana,Backend Development,Backend Developer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
519,System Analyst - Project,Pt Itpreneur Indonesia Technology,"Rp4,5jt-Rp5,5jt","Object-Oriented Programming (OOP),.NET,ERP Software,System Analysis,Software Testing,PHP",https://glints.com/id/opportunities/jobs/system-analyst-project/6d35edc6-fab4-4fd6-9673-ccafb8db0c78?utm_referrer=explore,6d35edc6-fab4-4fd6-9673-ccafb8db0c78,full_time,onsite,1-3,Sarjana,"Network, System & Database Admin",System Analyst,4/3/2024,Sukolilo, Surabaya, Jawa Timur
520,Frontend Developer Intern (Paid & Full Remote WFH),Sociabuzz,"Rp1,5jt-Rp1,5jt","CSS3,Responsive Web Design,Frontend Development",https://glints.com/id/opportunities/jobs/front-end-developer-intern-paid-and-full-remote-wfh/6bebe0b2-77a2-4dff-bf13-54bcabbd6d2d?utm_referrer=explore,6bebe0b2-77a2-4dff-bf13-54bcabbd6d2d,internship,remote,<1,SMA/SMK,Frontend Development,Frontend Engineer,4/3/2024,Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta
521,Data Engineer,PT Pro Sigmaka Mandiri,-,"Data Analytics,MySQL,SQL",https://glints.com/id/opportunities/jobs/data-engineer/ffaaed75-2bfc-489c-aba0-0ee271973df2?utm_referrer=explore,ffaaed75-2bfc-489c-aba0-0ee271973df2,contract,onsite,1-3,Sarjana,Data,Data Engineer,4/3/2024,Mampang Prapatan, Jakarta Selatan, DKI Jakarta
522,Database Administrator (Middle - Senior Level),Meda,Rp5jt-Rp12jt,"Relational Databases,Statistical Data Analysis,Data Engineering,Python,MariaDB,Data Analytics,PostgreSQL,Microsoft SQL Server,Power BI,SQL,MySQL,Data Migration",https://glints.com/id/opportunities/jobs/database-administrator-middle-senior-level/bea66ac3-db92-42e0-97a8-bcf4101ece9f?utm_referrer=explore,bea66ac3-db92-42e0-97a8-bcf4101ece9f,full_time,onsite,3-5,Sarjana,"Network, System & Database Admin",Database Administrator,4/3/2024,Genteng, Surabaya, Jawa Timur
523,Web Developer & Quality Control Specialist,Pt Murni Solusindo Nusantara,-,"Website Management,Web Design,Web Development,Frontend Development,Back-End Web Development,Web Analytics,Responsive Web Design",https://glints.com/id/opportunities/jobs/web-developer-and-quality-control-specialist/1b24858c-1038-4b4d-9adf-5b39891087b8?utm_referrer=explore,1b24858c-1038-4b4d-9adf-5b39891087b8,full_time,onsite,1-3,Sarjana,QA & Software Testing,QA Tester,4/3/2024,Cengkareng, Jakarta Barat, DKI Jakarta
524,IT Developer,Experd Consultant,-,"Frontend Development,Web Developer,Bekerja Dalam Tim",https://glints.com/id/opportunities/jobs/it-developer/f588dd78-5996-48eb-b4c8-2fbfdf072202?utm_referrer=explore,f588dd78-5996-48eb-b4c8-2fbfdf072202,full_time,onsite,1-3,Sarjana,Software,Web Developer,4/3/2024,Mampang Prapatan, Jakarta Selatan, DKI Jakarta
525,IT Technical Lead,"Altech Omega Andalan, Pt",Rp10jt-Rp15jt,"Relational Databases,Agile Methodologies,Cloud Computing",https://glints.com/id/opportunities/jobs/it-technical-lead/77e42ab6-f0c7-4eac-937d-78d2e9ace095?utm_referrer=explore,77e42ab6-f0c7-4eac-937d-78d2e9ace095,full_time,onsite,5-10,Diploma,Senior Technical Position,Technical Manager,4/3/2024,Kemantren Mergangsan, Yogyakarta, DI Yogyakarta
526,Magang Admin (Fresh graduate),PT. HGT Services Indonesia,-,"Communication Skills,Management Reporting,Adaptability",https://glints.com/id/opportunities/jobs/magang-admin-fresh-graduate/c9117742-8347-4834-8b04-a6499d4df07a?utm_referrer=explore,c9117742-8347-4834-8b04-a6499d4df07a,full_time,onsite,<1,SMA/SMK,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Cengkareng, Jakarta Barat, DKI Jakarta
527,Engineering (Trainee),Ametis Villa Canggu - Bali,-,"Positive Attitude,Attention to Detail,Teamwork",https://glints.com/id/opportunities/jobs/engineering-trainee/340279d5-de64-4d64-9a72-0aa65d480ada?utm_referrer=explore,340279d5-de64-4d64-9a72-0aa65d480ada,internship,onsite,<1,SMA/SMK,Software,Software Engineer,4/3/2024,Kuta, Badung, Bali
528,Data Engineer,Insura Media Solusi,"Rp6jt-Rp8,5jt","Python,Data Engineering,SQL",https://glints.com/id/opportunities/jobs/data-engineer/51422ce2-4faf-4c2a-917d-c39be748cd05?utm_referrer=explore,51422ce2-4faf-4c2a-917d-c39be748cd05,contract,onsite,1-3,Sarjana,Data,Data Engineer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
529,Software Engineer/Programmer,Simpul Technologies,"Rp5,5jt-Rp9jt","Node.js,HTML5,Ruby on Rails,GIT",https://glints.com/id/opportunities/jobs/software-engineer-programmer/6dffbcd7-2343-4f26-9472-b16fc033aab3?utm_referrer=explore,6dffbcd7-2343-4f26-9472-b16fc033aab3,full_time,remote,1-3,SMA/SMK,Software,Software Engineer,4/3/2024,Sukolilo, Surabaya, Jawa Timur
530,Frontend Engineer,Simpul Technologies,"Rp5,5jt-Rp8jt","JavaScript,Ruby on Rails,Python",https://glints.com/id/opportunities/jobs/frontend-engineer/5d328484-3a59-4c20-b64c-083c3802de53?utm_referrer=explore,5d328484-3a59-4c20-b64c-083c3802de53,full_time,remote,1-3,SMA/SMK,Frontend Development,Frontend Engineer,4/3/2024,Sukolilo, Surabaya, Jawa Timur
531,Android Developer,Bisnis Integrasi Global,-,"Kotlin,Java,Android Development,GIT",https://glints.com/id/opportunities/jobs/android-developer/e48ea4bd-fc44-415d-acf3-13ca23955984?utm_referrer=explore,e48ea4bd-fc44-415d-acf3-13ca23955984,full_time,onsite,1-3,Diploma,Mobile Development,Android Developer,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
532,Senior Operational Manager IT (For Client),Coding.id,-,"Data Engineering,Data Center,IT Project Management",https://glints.com/id/opportunities/jobs/senior-operational-manager-it-for-client/8ccc2194-75d0-4615-b414-941b5a83a5a8?utm_referrer=explore,8ccc2194-75d0-4615-b414-941b5a83a5a8,full_time,onsite,-,Sarjana,"Operation, Maintenance & Technical Support",Operations & Technology Professionals,4/3/2024,Makasar, Jakarta Timur, DKI Jakarta
533,Web Developer,Rodamas Group,-,"Designing,Frontend Development,Equipment Maintenance",https://glints.com/id/opportunities/jobs/web-developer/32878c7d-c731-4101-a5a3-82d031efd901?utm_referrer=explore,32878c7d-c731-4101-a5a3-82d031efd901,full_time,onsite,1-3,Sarjana,Software,Web Developer,4/3/2024,Pal Merah, Jakarta Barat, DKI Jakarta
534,Node Js,Bisnis Integrasi Global,-,"React.js,REST API,JavaScript,SQL",https://glints.com/id/opportunities/jobs/node-js/b46532c3-d0c2-4ca7-8a7d-4379e6b7389f?utm_referrer=explore,b46532c3-d0c2-4ca7-8a7d-4379e6b7389f,full_time,onsite,1-3,Diploma,Software,Node JS Developer,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
535,Programmer,Kja Asp,-,"CSS3,HTML5,Ionic Framework,SQL,JavaScript",https://glints.com/id/opportunities/jobs/programmer/2ff60330-72b7-4f03-87fd-88ee94feed37?utm_referrer=explore,2ff60330-72b7-4f03-87fd-88ee94feed37,full_time,onsite,1-3,SMA/SMK,Software,Programmer,4/3/2024,Kapanewon Gamping, Sleman, DI Yogyakarta
536,IT Service Delivery Engineer (NetSec),Aegin Prima Solusi,-,"Unix,IT Security,Linux System Administration,Analytical Skills,Data Analytics,Windows Server Administration",https://glints.com/id/opportunities/jobs/it-service-delivery-engineer-netsec/57b8bc3f-4cba-4288-8f4f-2cb37d5759c9?utm_referrer=explore,57b8bc3f-4cba-4288-8f4f-2cb37d5759c9,full_time,onsite,<1,Sarjana,"Network, System & Database Admin",Network Engineer,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
537,Freelance Juri Final Project Software Engineer,Rakamin Academy,-,"Mentoring,Software Engineering,Programming Languages",https://glints.com/id/opportunities/jobs/freelance-juri-final-project-software-engineer/955e07bc-7a1d-4541-80ed-ac520c5b30d9?utm_referrer=explore,955e07bc-7a1d-4541-80ed-ac520c5b30d9,part_time,onsite,1-3,Sarjana,Software,Software Engineer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
538,IT Manage Operation,Indonesia Global Solusindo,-,"Programming Languages,Network Administration,Linux System Administration",https://glints.com/id/opportunities/jobs/it-manage-operation/870a037e-362d-49af-bd8d-6937c69e9bd8?utm_referrer=explore,870a037e-362d-49af-bd8d-6937c69e9bd8,contract,onsite,<1,Diploma,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Grogol Petamburan, Jakarta Barat, DKI Jakarta
539,Product Specialist Multimedia Equipment,PT Jawara Kreasitama,"Rp2jt-Rp2,5jt","Team Work,Electrical Product Knowledge,Marketing Communications",https://glints.com/id/opportunities/jobs/product-specialist-multimedia-equipment/8cd6c69d-7a2b-455e-b8e3-75516f65ccbb?utm_referrer=explore,8cd6c69d-7a2b-455e-b8e3-75516f65ccbb,full_time,onsite,1-3,SMA/SMK,Electronic & Semiconductor,Electronics Engineer,4/3/2024,Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta
540,Full Stack Engineer,PT. Transcosmos Indonesia,"Rp6,5jt-Rp9jt","MongoDB,React Native,CSS3,Java,MySQL,JavaScript,HTML5,XML,Python,jQuery,Apache",https://glints.com/id/opportunities/jobs/full-stack-engineer/dc8ed223-7b7c-4e6d-9ddb-7f5b83d9475d?utm_referrer=explore,dc8ed223-7b7c-4e6d-9ddb-7f5b83d9475d,contract,onsite,1-3,Sarjana,Full Stack Development,Full Stack Engineer,4/3/2024,Gajah Mungkur, Semarang, Jawa Tengah
541,QA Tester,PT. Layana Computindo,-,"QA Automation,Communication Skills,Microsoft Office",https://glints.com/id/opportunities/jobs/qa-tester/568d021c-7b4b-4037-9c4e-3d8300d221d4?utm_referrer=explore,568d021c-7b4b-4037-9c4e-3d8300d221d4,full_time,onsite,1-3,Diploma,QA & Software Testing,QA Tester,4/3/2024,Kapanewon Ngaglik, Sleman, DI Yogyakarta
542,Outsystems Developer,Pt Enigma Camp,Rp5jt-Rp9jt,"SQL,HTML5,.NET",https://glints.com/id/opportunities/jobs/outsystems-developer/7557d7a2-0b88-48f5-8bb0-7db423dfec71?utm_referrer=explore,7557d7a2-0b88-48f5-8bb0-7db423dfec71,full_time,onsite,1-3,Sarjana,Software,Developer,4/3/2024,Tebet, Jakarta Selatan, DKI Jakarta
543,Data Engineer,Delman.io,Rp8jt-Rp15jt,"Dbt,Data Management,Etl,Data Engineering,Data Engineer,Data Analytics,Pyspark,Python",https://glints.com/id/opportunities/jobs/data-engineer/81e3c116-ad6e-4e8c-a6a3-8b77583e7cbf?utm_referrer=explore,81e3c116-ad6e-4e8c-a6a3-8b77583e7cbf,contract,onsite,1-3,Sarjana,Data,Data Engineer,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
544,SAP MM CONSULTANT,PT KONSULINDO INFORMATIKA PERDANA,Rp8jt-Rp15jt,"Team Player,SAP,Problem Solving Skills",https://glints.com/id/opportunities/jobs/sap-mm-consultant/60770637-fbb2-45db-ba94-7c4b73402e39?utm_referrer=explore,60770637-fbb2-45db-ba94-7c4b73402e39,full_time,onsite,3-5,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Tebet, Jakarta Selatan, DKI Jakarta
545,QA Tester Intern (Paid & Full Remote WFH),Sociabuzz,"Rp1,5jt-Rp1,5jt","Manual Testing,Usability Testing,Software Testing",https://glints.com/id/opportunities/jobs/qa-tester-intern-paid-and-full-remote-wfh/004f8c57-004d-47b4-998d-13f2cc6064e4?utm_referrer=explore,004f8c57-004d-47b4-998d-13f2cc6064e4,internship,remote,<1,SMA/SMK,QA & Software Testing,QA Tester,4/3/2024,Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta
546,Backend Developer,Pt Dua Empat Tujuh,-,"SQL,Python,Postman Software",https://glints.com/id/opportunities/jobs/backend-developer/9592eb4c-6826-4a61-bcf5-6ae5b01b6f3e?utm_referrer=explore,9592eb4c-6826-4a61-bcf5-6ae5b01b6f3e,full_time,onsite,<1,SMA/SMK,Backend Development,Backend Developer,4/3/2024,Kemantren Gondokusuman, Yogyakarta, DI Yogyakarta
547,System Analyst,Talenta Hutama Indonesia,Rp10jt-Rp13jt,"CI/CD,Java,SQL",https://glints.com/id/opportunities/jobs/system-analyst/dbb33391-fbb0-466e-be7f-76f1e4101fd6?utm_referrer=explore,dbb33391-fbb0-466e-be7f-76f1e4101fd6,full_time,onsite,3-5,Sarjana,"Network, System & Database Admin",System Analyst,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
548,Full Stack Web Developer,SUM DIGITAL KONSULTAN,-,"React.js,Ruby on Rails,Laravel",https://glints.com/id/opportunities/jobs/full-stack-web-developer/81f98cd9-4b07-4ef1-8d5a-1d893e1b99b5?utm_referrer=explore,81f98cd9-4b07-4ef1-8d5a-1d893e1b99b5,full_time,onsite,-,Sarjana,Full Stack Development,Full Stack Developer,4/3/2024,Kuta, Badung, Bali
549,[Middle-Senior] Data Engineer,AsiaQuest Indonesia,-,"Machine Learning,Data Analytics,Business Analysis",https://glints.com/id/opportunities/jobs/middle-senior-data-engineer/f8540953-3446-4e67-9c28-fa17c29b462f?utm_referrer=explore,f8540953-3446-4e67-9c28-fa17c29b462f,full_time,onsite,3-5,Sarjana,Data,Data Engineer,4/3/2024,Menteng, Jakarta Pusat, DKI Jakarta
550,Landing Page Developer (Freelance),TEXTEK.ID,-,"WordPress Development,Ambition In Learning,Creative Person",https://glints.com/id/opportunities/jobs/landing-page-developer-freelance/2bee0a2f-c397-4132-ab43-2d4413fee86d?utm_referrer=explore,2bee0a2f-c397-4132-ab43-2d4413fee86d,daily,onsite,<1,SMA/SMK,Software,Wordpress Developer,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
551,Fullstack Developer,PT Pasti Makmur Abadi,-,"Angular.js,Vue.js,React.js,Orm",https://glints.com/id/opportunities/jobs/fullstack-developer/b668ede6-ce66-4b33-aba3-07b16f88caea?utm_referrer=explore,b668ede6-ce66-4b33-aba3-07b16f88caea,contract,onsite,1-3,SMA/SMK,Full Stack Development,Full Stack Developer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
552,Web Developer,Indonesia Logistics Community Service,"Rp6,2jt-Rp8jt","REST API,.NET,Laravel,PHP",https://glints.com/id/opportunities/jobs/web-developer/73307c8b-9ad5-4d98-a340-d08c8fe2166b?utm_referrer=explore,73307c8b-9ad5-4d98-a340-d08c8fe2166b,full_time,onsite,1-3,Diploma,Software,Web Developer,4/3/2024,Tanjung Priok, Jakarta Utara, DKI Jakarta
553,Web Developer,Indonesia Logistics Community Service,-,"JavaScript,C# .Net,PHP,Web Programming,Laravel",https://glints.com/id/opportunities/jobs/web-developer/37a27b13-9d29-49d7-87a9-656eacd4c8fe?utm_referrer=explore,37a27b13-9d29-49d7-87a9-656eacd4c8fe,full_time,onsite,1-3,Diploma,Software,Web Developer,4/3/2024,Pabean Cantikan, Surabaya, Jawa Timur
554,Frontend Developer,XCIDIC,Rp5jt-Rp10jt,"TypeScript,React.js,JavaScript",https://glints.com/id/opportunities/jobs/frontend-developer/def00ac8-75be-40d2-9aeb-40e8b3100b41?utm_referrer=explore,def00ac8-75be-40d2-9aeb-40e8b3100b41,full_time,remote,3-5,Diploma,Frontend Development,Frontend Developer,4/3/2024,Kembangan, Jakarta Barat, DKI Jakarta
555,DevOps Engineer (Yogyakarta),Cita Kita,-,"IT Security,Cloud Computing,Kubernetes",https://glints.com/id/opportunities/jobs/devops-engineer-yogyakarta/1b9f0758-11e9-4726-88ca-5e9d4315f8f5?utm_referrer=explore,1b9f0758-11e9-4726-88ca-5e9d4315f8f5,contract,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",Devops Engineer,4/3/2024,Mantrijeron, Yogyakarta, DI Yogyakarta
556,Technical Support Fiber Optik  (Semarang),HSP Net,-,"Wireless Networking,Networking,Teamwork",https://glints.com/id/opportunities/jobs/technical-support-fiber-optik-semarang/918ac7bb-a3b9-4c98-9147-d970981518af?utm_referrer=explore,918ac7bb-a3b9-4c98-9147-d970981518af,contract,remote,<1,SMA/SMK,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Gajah Mungkur, Semarang, Jawa Tengah
557,Electrical Engineering,PT. Maksimum Grup Indonesia,"Rp4,1jt-Rp6jt","Electricity,Genset,AutoCAD,Equipment Maintenance,High Voltage",https://glints.com/id/opportunities/jobs/electrical-engineering/bbb466d2-796c-4563-8e29-f500b8c02218?utm_referrer=explore,bbb466d2-796c-4563-8e29-f500b8c02218,full_time,onsite,3-5,Sarjana,Electronic & Semiconductor,Electrical Engineer,4/3/2024,Panyileukan, Bandung, Jawa Barat
558,Backend Developer,Brighton Real Estate,-,"Model-View-Controller (MVC),Object-Oriented Programming (OOP),Python",https://glints.com/id/opportunities/jobs/backend-developer/12ab758c-ff15-453f-a83d-5e2c43fde096?utm_referrer=explore,12ab758c-ff15-453f-a83d-5e2c43fde096,full_time,onsite,1-3,Sarjana,Backend Development,Backend Developer,4/3/2024,Dukuh Pakis, Surabaya, Jawa Timur
559,PHP Developer Internship,PT Lumos Inisiatif Indonesia,Rp1jt-Rp2jt,"Back-End Web Development,Laravel,PHP",https://glints.com/id/opportunities/jobs/php-developer-internship/110c20bb-9218-4fb0-9e7d-e202cf5eb448?utm_referrer=explore,110c20bb-9218-4fb0-9e7d-e202cf5eb448,internship,onsite,<1,SMA/SMK,Software,PHP Developer,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
560,Backend Developer - Internship,Involuntir,Rp100rb-Rp600rb,"Laravel,Php Laravel,Laravel Framework,Basic Laravel",https://glints.com/id/opportunities/jobs/backend-developer-internship/bdb255cf-7bec-4edb-8160-a9dd405fdb00?utm_referrer=explore,bdb255cf-7bec-4edb-8160-a9dd405fdb00,internship,onsite,<1,Sarjana,Backend Development,Backend Developer,4/3/2024,Genteng, Surabaya, Jawa Timur
561,Full Stack Developer,PT. Cyber Edu Inkor,-,"React.js,Sequelize,Javascript Frameworks,MySQL,MongoDB,HTML5,Node.js,JavaScript,Restful Apis,PostgreSQL,Java,PHP,CSS3,Laravel",https://glints.com/id/opportunities/jobs/full-stack-developer/536234ad-f4c6-41a7-b875-8ba4918929a7?utm_referrer=explore,536234ad-f4c6-41a7-b875-8ba4918929a7,full_time,onsite,1-3,Sarjana,Full Stack Development,Full Stack Developer,4/3/2024,Pasar Minggu, Jakarta Selatan, DKI Jakarta
562,Frontend Developer,PT. Cyber Edu Inkor,-,"React.js,JavaScript,TypeScript,REST API,MySQL",https://glints.com/id/opportunities/jobs/front-end-developer/2a6c8df3-5026-4bc9-97e9-541bad5812f8?utm_referrer=explore,2a6c8df3-5026-4bc9-97e9-541bad5812f8,full_time,onsite,5-10,Sarjana,Frontend Development,Frontend Engineer,4/3/2024,Pasar Minggu, Jakarta Selatan, DKI Jakarta
563,ON-SITE SUPPORT ENGINEER,PT Internet Pratama Indonesia,-,"Wireless Networking,Teamwork,Network Administration,Network Security,Networking,Technical Writing,Cisco,Troubleshooting,Strong Communication Skills,Microsoft Office,Computer Networking,IP Networking",https://glints.com/id/opportunities/jobs/on-site-support-engineer/5e0c22b3-aab2-49ca-9e01-0dbbe8f249d3?utm_referrer=explore,5e0c22b3-aab2-49ca-9e01-0dbbe8f249d3,contract,onsite,1-3,Sarjana,"Network, System & Database Admin",Network Engineer,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
564,IT DEVELOPER (.NET CORE),PT Mega Central Finance (MCF),-,"Web Development,.NET,Microsoft SQL Server",https://glints.com/id/opportunities/jobs/it-developer-net-core/dd379fb9-7cfa-42c4-875b-60daabeae9d0?utm_referrer=explore,dd379fb9-7cfa-42c4-875b-60daabeae9d0,full_time,onsite,-,Sarjana,Backend Development,.Net Core Developer,4/3/2024,Pal Merah, Jakarta Barat, DKI Jakarta
565,IT Support,PT Sorin Maharasa,-,"Application Development,System Integration,Object-Oriented Programming (OOP)",https://glints.com/id/opportunities/jobs/it-support/bd593c54-c61d-46d7-8907-9476d0aeda42?utm_referrer=explore,bd593c54-c61d-46d7-8907-9476d0aeda42,contract,onsite,3-5,Diploma,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Babakan Madang, Bogor, Jawa Barat
