,job_title,company_name,salary_range,skill,more_detail_link,job_id,work_type,workplace,years_experience,min_education,sub_category,role,scrapped_date,district,city,province
745,Quality Assurance Coordinator,PT Ciputra Nusantara,-,"IT Project Management,Microsoft Office,SDLC",https://glints.com/id/opportunities/jobs/quality-assurance-coordinator/33121055-3560-41ed-b892-10987582c539?utm_referrer=explore,33121055-3560-41ed-b892-10987582c539,full_time,onsite,5-10,Sarjana,QA & Software Testing,Quality Assurance,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
746,Full Stack Engineer,PT. Kencana Konsep Indonesia,"Rp100rb-Rp7,5jt","React Native,Spring Framework,Spring Boot,Nextjs,NoSQL,MySQL,Laravel",https://glints.com/id/opportunities/jobs/full-stack-engineer/22966b20-4c00-4146-9a2b-5c0caafeb064?utm_referrer=explore,22966b20-4c00-4146-9a2b-5c0caafeb064,full_time,onsite,1-3,Sarjana,Full Stack Development,Full Stack Engineer,4/3/2024,Kramatjati, Jakarta Timur, DKI Jakarta
747,Teknisi Elektronik (HP/Tablet),Easytech,-,"Hardware Installation,Communication Skills,Positive Attitude",https://glints.com/id/opportunities/jobs/teknisi-elektronik-hp-tablet/44adf623-0a22-4e44-85bf-98d062f8ed03?utm_referrer=explore,44adf623-0a22-4e44-85bf-98d062f8ed03,full_time,onsite,1-3,SMA/SMK,Electronic & Semiconductor,Electronics Technician,4/3/2024,Kapanewon Sewon, Bantul, DI Yogyakarta
748,Backend Developer,GriyaNet Indonesia,"Rp250rb-Rp1,5jt","JavaScript,MySQL,PHP,Node.js,Laravel",https://glints.com/id/opportunities/jobs/backend-developer/4aa5289f-f39e-429d-a5d2-f500fd182bff?utm_referrer=explore,4aa5289f-f39e-429d-a5d2-f500fd182bff,internship,onsite,<1,SMA/SMK,Backend Development,Backend Developer,4/3/2024,Klojen, Malang, Jawa Timur
749,Backend Developer,PT. Garuda Lintas Cakrawala,"Rp250rb-Rp1,5jt","JavaScript,PHP,MySQL,Laravel,Node.js",https://glints.com/id/opportunities/jobs/backend-developer/fd10de14-88ce-4aed-9f09-cdc63bf3c999?utm_referrer=explore,fd10de14-88ce-4aed-9f09-cdc63bf3c999,internship,onsite,<1,SMA/SMK,Backend Development,Backend Developer,4/3/2024,Lowokwaru, Malang, Jawa Timur
750,Technical Writer,Magna Solusi Indonesia,Rp2jt-Rp3jt,"Jira,Microsoft Excel,Figma",https://glints.com/id/opportunities/jobs/technical-writer/2521ba8a-cf0e-4e8f-97d9-f366519692f5?utm_referrer=explore,2521ba8a-cf0e-4e8f-97d9-f366519692f5,internship,onsite,<1,Diploma,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Kemayoran, Jakarta Pusat, DKI Jakarta
751,IT SUPPORT,PT. STREAMWORX REKA SOLUSI,-,"Interpersonal Skills,Discipline,Good Communication",https://glints.com/id/opportunities/jobs/it-support/51783e25-39ef-4836-bf03-31adbbdadb7f?utm_referrer=explore,51783e25-39ef-4836-bf03-31adbbdadb7f,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Kebayoran Baru, Jakarta Selatan, DKI Jakarta
752,Web Developer,PT Sfone Sentra Bhinneka,Rp5jt-Rp7jt,"Web Design,Back-End Web Development,Web Development,Web Analytics,Website Management",https://glints.com/id/opportunities/jobs/web-developer/9f044e5a-f60c-43f3-a249-e39e64002e0e?utm_referrer=explore,9f044e5a-f60c-43f3-a249-e39e64002e0e,full_time,onsite,3-5,Sarjana,Software,Web Developer,4/3/2024,Cengkareng, Jakarta Barat, DKI Jakarta
753,R&D Elektronika (Internship),PT Angkasa Defender Indonesia - ASDF.ID,-,"Internet of Things (IoT),3D Modeling,PCB Design",https://glints.com/id/opportunities/jobs/r-and-d-elektronika-internship/4c32824c-0bb3-439f-abcc-b3175137146c?utm_referrer=explore,4c32824c-0bb3-439f-abcc-b3175137146c,internship,onsite,<1,Diploma,Electronic & Semiconductor,Electronics Engineer,4/3/2024,Kelapa Gading, Jakarta Utara, DKI Jakarta
754,Technician Kutai,Indo Trans Teknologi,"Rp3,5jt-Rp4jt","Hardware Installation,Equipment Maintenance,GPS",https://glints.com/id/opportunities/jobs/technician-kutai/64a7fe08-dde8-414f-ba04-45c6749ebc2f?utm_referrer=explore,64a7fe08-dde8-414f-ba04-45c6749ebc2f,contract,remote,1-3,SMA/SMK,Electronic & Semiconductor,Electronics Engineer,4/3/2024,Muara Kaman, Kutai Kartanegara, Kalimantan Timur
755,Frontend (React) Developer,Lawencon International,Rp7jt-Rp10jt,"React Native,Java,Unit Test,Snapshot,Jest,Hook,TypeScript,Swift,Navigation Library,React Router,Redux,CI/CD,React.js,Docker,GraphQL,Redux Saga,Redux Thunk",https://glints.com/id/opportunities/jobs/frontend-react-developer/44fc4507-218e-4b51-8a84-a7c8834298c2?utm_referrer=explore,44fc4507-218e-4b51-8a84-a7c8834298c2,full_time,onsite,1-3,Sarjana,Frontend Development,React Developer,4/3/2024,Tebet, Jakarta Selatan, DKI Jakarta
756,Fullstack Dotnet ReactJS,PT Niaga Expert Teknologi,-,"Fullstack,.NET,React.js,JavaScript",https://glints.com/id/opportunities/jobs/fullstack-dotnet-reactjs/01266757-8a5e-4f69-ae3f-c544ecbec1ba?utm_referrer=explore,01266757-8a5e-4f69-ae3f-c544ecbec1ba,contract,onsite,3-5,Sarjana,Full Stack Development,Full Stack Developer,4/3/2024,Kemayoran, Jakarta Pusat, DKI Jakarta
757,Mobile Developer,PT. Solusi Teknologi Nusantara (Nusantech),-,"React Native,Programming Languages,Communication Skills",https://glints.com/id/opportunities/jobs/mobile-developer/fadd2eae-0176-47a9-82b1-93fbcda94361?utm_referrer=explore,fadd2eae-0176-47a9-82b1-93fbcda94361,full_time,onsite,3-5,SMA/SMK,Mobile Development,Mobile Developer,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
758,DevOps Engineer,PT. Solusi Teknologi Nusantara (Nusantech),-,"Google Cloud Platform,Bash,Amazon Web Services (AWS),Security Management,Python,Communication Skills,Docker,CI/CD",https://glints.com/id/opportunities/jobs/devops-engineer/b6f6c672-81e6-488f-8535-9721b3054f6c?utm_referrer=explore,b6f6c672-81e6-488f-8535-9721b3054f6c,full_time,remote,1-3,SMA/SMK,"Operation, Maintenance & Technical Support",Devops Engineer,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
759,Frontend Developer,PT. Solusi Teknologi Nusantara (Nusantech),-,"React.js,JavaScript,Bootstrap",https://glints.com/id/opportunities/jobs/frontend-developer/2e81461b-8cc5-439a-bbab-b5593eb67c41?utm_referrer=explore,2e81461b-8cc5-439a-bbab-b5593eb67c41,full_time,onsite,3-5,SMA/SMK,Frontend Development,Frontend Developer,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
760,Backend Developer,PT. Solusi Teknologi Nusantara (Nusantech),-,"Node.js,JavaScript,Programming Languages",https://glints.com/id/opportunities/jobs/backend-developer/2bf20619-b11a-4ab8-89ad-d6bbc33eac4f?utm_referrer=explore,2bf20619-b11a-4ab8-89ad-d6bbc33eac4f,full_time,remote,3-5,SMA/SMK,Backend Development,Backend Developer,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
761,Node JS Developer,Lawencon International,Rp8jt-Rp10jt,"Node.js,GIT,Object-Oriented Programming (OOP),MongoDB,Graphsql,Tdd,Bitbucket,JavaScript,Express Js,Docker,Kafka",https://glints.com/id/opportunities/jobs/node-js-developer/ad2c98b8-777e-4d4f-979c-95482344dac0?utm_referrer=explore,ad2c98b8-777e-4d4f-979c-95482344dac0,full_time,onsite,3-5,Sarjana,Backend Development,Node.js Developer,4/3/2024,Tebet, Jakarta Selatan, DKI Jakarta
762,Junior / Middle Teknisi Elektronik,PT Sentuh Digital Teknologi,Rp5jt-Rp6jt,"Perakitan Hardware,Troubleshooting,Perakitan Elektronik",https://glints.com/id/opportunities/jobs/junior-middle-teknisi-elektronik/f76b7660-e3a1-46d3-8d55-9c1030099bc0?utm_referrer=explore,f76b7660-e3a1-46d3-8d55-9c1030099bc0,full_time,onsite,1-3,SMA/SMK,Electronic & Semiconductor,Electronics Engineer,4/3/2024,Serpong, Tangerang Selatan, Banten
763,Frontend Developer,PT Wira Internasional Teknologi,-,"Teamwork,Programming Languages,Mobile App Development",https://glints.com/id/opportunities/jobs/front-end-developer/69009307-465a-4a51-b530-a29a6796bf41?utm_referrer=explore,69009307-465a-4a51-b530-a29a6796bf41,full_time,onsite,1-3,Sarjana,Frontend Development,Frontend Developer,4/3/2024,Cakung, Jakarta Timur, DKI Jakarta
764,Software Developer,PT Bannister Corporindo,Rp6jt-Rp8jt,"JavaScript,PHP,CI/CD",https://glints.com/id/opportunities/jobs/software-developer/c9118d0f-4564-4137-badf-917e49f74209?utm_referrer=explore,c9118d0f-4564-4137-badf-917e49f74209,contract,onsite,1-3,Diploma,Software,Software Developer,4/3/2024,Senen, Jakarta Pusat, DKI Jakarta
765,Golang Developer,PT Lumos Inisiatif Indonesia,-,"GIT,Beego,Echo",https://glints.com/id/opportunities/jobs/golang-developer/f602d285-5c3d-4b6d-afc2-c5afd571aff5?utm_referrer=explore,f602d285-5c3d-4b6d-afc2-c5afd571aff5,full_time,onsite,1-3,SMA/SMK,Backend Development,Golang Developer,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
766,Mentor Data Science - AI - UI/UX Design,Startup Campus,-,"UI Design,Artificial Intelligence,Data Engineering",https://glints.com/id/opportunities/jobs/mentor-data-science-ai-ui-ux-design/886f2bf1-e3b1-42ca-8f23-484ba122250f?utm_referrer=explore,886f2bf1-e3b1-42ca-8f23-484ba122250f,part_time,remote,3-5,Sarjana,Software,Software Engineer,4/3/2024,Pulogadung, Jakarta Timur, DKI Jakarta
767,ADMIN E-COMMERCE,PT Venus Indo Prima,-,"Admin Social Media/e-commerce,Communication Skills,Microsoft Office",https://glints.com/id/opportunities/jobs/admin-e-commerce/76c03c06-cdf0-4ab0-a207-c35b6848cc49?utm_referrer=explore,76c03c06-cdf0-4ab0-a207-c35b6848cc49,full_time,onsite,1-3,Sarjana,"Other Computer & Information Technology",Admin E-commerce,4/3/2024,Grogol Petamburan, Jakarta Barat, DKI Jakarta
768,Full Stack Engineer,PT Lua Kreatif Teknologi,Rp4jt-Rp6jt,"Frontend Development,Web Based Application,JavaScript,Bootstrap,Spring Framework,Back-End Web Development,PostgreSQL",https://glints.com/id/opportunities/jobs/full-stack-engineer/81968f7a-5413-4459-bda1-4b581ab722f5?utm_referrer=explore,81968f7a-5413-4459-bda1-4b581ab722f5,full_time,onsite,1-3,SMA/SMK,Full Stack Development,Full Stack Engineer,4/3/2024,Kembangan, Jakarta Barat, DKI Jakarta
769,Junior / Middle IT Support,PT Sentuh Digital Teknologi,Rp5jt-Rp6jt,"Computer Hardware,Troubleshooting,Software Installation,Maintenance Hardware And Software,Instalasi Dan Konfigurasi,Router Configuration,Pengelolaan Jaringan",https://glints.com/id/opportunities/jobs/junior-middle-it-support/7e265b25-3072-47a0-bc49-a52e057e1e05?utm_referrer=explore,7e265b25-3072-47a0-bc49-a52e057e1e05,full_time,onsite,1-3,SMA/SMK,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Serpong, Tangerang Selatan, Banten
770,Senior Frontend Engineer,People Connect,Rp14jt-Rp18jt,"CSS3,Web Development,HTML5,JavaScript",https://glints.com/id/opportunities/jobs/senior-frontend-engineer/edadc49d-d7cf-4f23-9638-22c1631355f0?utm_referrer=explore,edadc49d-d7cf-4f23-9638-22c1631355f0,full_time,onsite,3-5,Sarjana,Frontend Development,Frontend Engineer,4/3/2024,Klapanunggal, Bogor, Jawa Barat
771,Fullstack Web Developer,PT Qtasnim Digital Teknologi,Rp6jt-Rp8jt,"Angular.js,Model-View-Controller (MVC),Object-Oriented Programming (OOP),Node.js,CSS3,HTML5,Web Development,PostgreSQL,jQuery,React Native,JavaScript,TypeScript,MySQL,Microsoft SQL Server,NestJS",https://glints.com/id/opportunities/jobs/fullstack-web-developer/e56e746a-7530-4dac-af57-b8d93ca72ad9?utm_referrer=explore,e56e746a-7530-4dac-af57-b8d93ca72ad9,full_time,onsite,1-3,Diploma,Full Stack Development,Full Stack Developer,4/3/2024,Lawang Kidul, Muara Enim, Sumatera Selatan
772,Fullstack Mobile Developer,PT Qtasnim Digital Teknologi,Rp6jt-Rp8jt,"Mobile App Development,Microsoft SQL Server,Dart,REST API,PostgreSQL",https://glints.com/id/opportunities/jobs/fullstack-mobile-developer/97be1e33-1c95-453a-9768-6d2980396c1e?utm_referrer=explore,97be1e33-1c95-453a-9768-6d2980396c1e,full_time,onsite,1-3,Diploma,Full Stack Development,Full Stack Mobile Developer,4/3/2024,Lawang Kidul, Muara Enim, Sumatera Selatan
773,Software Development Team Lead,FlexiDev Indonesia,Rp17jt-Rp25jt,"Node.js,PostgreSQL,Agile Methodologies,Angular.js,.NET,Java,JavaScript,SQL,Redis,Python,CSS3,MongoDB,React.js,Vue.js,MySQL,NoSQL,HTML5,Ruby on Rails",https://glints.com/id/opportunities/jobs/software-development-team-lead/09543f60-f5a5-4d43-8eae-adff52505644?utm_referrer=explore,09543f60-f5a5-4d43-8eae-adff52505644,full_time,remote,5-10,Sarjana,Software,Software Engineer,4/3/2024,Babakan Ciparay, Bandung, Jawa Barat
774,Account Manager Assistant  / Virtual Assistant,DeskTeam360.com,"Rp3,8jt-Rp4,5jt","IT Project Management,Marketing Management,Lead Generation,Marketing Communications,Online Marketing,Project Management,Customer Relations,Digital Marketing",https://glints.com/id/opportunities/jobs/account-manager-assistant-virtual-assistant/4ee3c03b-8041-445d-8da8-8558ffbc51af?utm_referrer=explore,4ee3c03b-8041-445d-8da8-8558ffbc51af,contract,onsite,3-5,Diploma,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Sukun, Malang, Jawa Timur
775,Full Stack Developer,PT Mikatasa Agung,-,"CSS3,Nginx,IIS,Microsoft SQL Server,PHP,JavaScript,Programming Languages,Os,Apache,HTML5",https://glints.com/id/opportunities/jobs/full-stack-developer/e7d2b283-6c21-4417-a0c0-9d5c1bc42af0?utm_referrer=explore,e7d2b283-6c21-4417-a0c0-9d5c1bc42af0,full_time,onsite,1-3,Sarjana,Full Stack Development,Full Stack Developer,4/3/2024,Tenggilis Mejoyo, Surabaya, Jawa Timur
776,Bootcamp Software Developer,PT Qualita Indonesia,-,"Communication Skills,Software Development,Coding",https://glints.com/id/opportunities/jobs/bootcamp-software-developer/b11944c2-c04a-4a4d-8a97-e16b3b446145?utm_referrer=explore,b11944c2-c04a-4a4d-8a97-e16b3b446145,full_time,onsite,<1,SMA/SMK,Software,Software Developer,4/3/2024,Bekasi Utara, Bekasi, Jawa Barat
777,Frontend Developer (ReactJS),Id/x Partners,-,"PHP,React.js,JavaScript,Angular.js",https://glints.com/id/opportunities/jobs/front-end-developer-reactjs/f430d55c-0e5d-41e3-a1c5-0bb5b52408fc?utm_referrer=explore,f430d55c-0e5d-41e3-a1c5-0bb5b52408fc,full_time,onsite,1-3,Sarjana,Frontend Development,ReactJS Developer,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
778,Technical Writer Internship,PT Angkasa Defender Indonesia - ASDF.ID,-,"Teamwork,Communication Skills,Technical Writing",https://glints.com/id/opportunities/jobs/technical-writer-internship/46843160-61a1-4b5e-998e-6410b492a1db?utm_referrer=explore,46843160-61a1-4b5e-998e-6410b492a1db,full_time,onsite,<1,Diploma,"Operation, Maintenance & Technical Support",Technical Document Engineer,4/3/2024,Kelapa Gading, Jakarta Utara, DKI Jakarta
779,Web Programmer,PT Penerbit Erlangga,"Rp5,1jt-Rp5,1jt","Python,React.js,Vue.js",https://glints.com/id/opportunities/jobs/web-programmer/2c6980df-5dbc-44ae-9f20-77a1709eac84?utm_referrer=explore,2c6980df-5dbc-44ae-9f20-77a1709eac84,contract,onsite,<1,Sarjana,Software,Web Developer,4/3/2024,Ciracas, Jakarta Timur, DKI Jakarta
780,Jr Real-Time Support Engineer,Petrolink Services Indonesia,-,"English Languange,Data Management,Data Analytics",https://glints.com/id/opportunities/jobs/jr-real-time-support-engineer/0c3c42b4-bb8d-4417-bb41-1b2989da0f18?utm_referrer=explore,0c3c42b4-bb8d-4417-bb41-1b2989da0f18,contract,onsite,<1,Sarjana,Data,Data Engineer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
781,Engineering Manager,Kode Inovasi Teknologi (CODR),-,"Engineer,Computer Science,Collaboration,Coordination Skill",https://glints.com/id/opportunities/jobs/engineering-manager/739304b5-ed29-4cd8-ac4c-9ac362d27ce1?utm_referrer=explore,739304b5-ed29-4cd8-ac4c-9ac362d27ce1,full_time,onsite,1-3,Sarjana,Senior Technical Position,Software Engineering Manager,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
782,Backend Engineer (Golang),Kode Inovasi Teknologi (CODR),-,"Golang,System Analysis,Relational Databases,Product Development",https://glints.com/id/opportunities/jobs/backend-engineer-golang/53b2e747-5c43-46da-b9e9-522de18897ec?utm_referrer=explore,53b2e747-5c43-46da-b9e9-522de18897ec,full_time,remote,1-3,Sarjana,Backend Development,Golang Developer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
783,Staff Operasional,BubbleKlin Laundry,-,"Teamwork,Positive Attitude,Active Learning",https://glints.com/id/opportunities/jobs/staff-operasional/1b4487b1-22dc-404e-9eb2-6340440f012e?utm_referrer=explore,1b4487b1-22dc-404e-9eb2-6340440f012e,full_time,onsite,1-3,SMA/SMK,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Johar Baru, Jakarta Pusat, DKI Jakarta
784,Teknisi,134 CELL,-,"Computer Engineering,Active Learning,Positive Attitude",https://glints.com/id/opportunities/jobs/teknisi/a42cf82a-7f97-484b-9607-d8988356b12d?utm_referrer=explore,a42cf82a-7f97-484b-9607-d8988356b12d,full_time,onsite,<1,SMA/SMK,Electronic & Semiconductor,Technician,4/3/2024,Larangan, Tangerang, Banten
785,Backend Developer,PT Vodea Dwi Karsa,Rp7jt-Rp9jt,"TypeScript,Software Architecture,NestJS",https://glints.com/id/opportunities/jobs/backend-developer/9e04ba62-2284-4dac-a13d-0c2d61e847b4?utm_referrer=explore,9e04ba62-2284-4dac-a13d-0c2d61e847b4,full_time,onsite,1-3,Sarjana,Backend Development,Backend Developer,4/3/2024,Pagedangan, Tangerang, Banten
786,Sr IOS Developer,Pt Komunitas Anak Bangsa,-,"API Development,iOS Development,Swift",https://glints.com/id/opportunities/jobs/sr-ios-developer/0f3c4d01-ac39-4fdb-af1c-bdc5ed9467e1?utm_referrer=explore,0f3c4d01-ac39-4fdb-af1c-bdc5ed9467e1,full_time,onsite,3-5,Diploma,Mobile Development,iOS Developer,4/3/2024,Kebayoran Baru, Jakarta Selatan, DKI Jakarta
787,AI Developer (NLP),Kecilin,Rp5jt-Rp9jt,"Frontend Development,Programming Languages,Large Language Models (Llm),Phyton,Phytorch,GIT,Natural Language Processing (NLP),Huggingface",https://glints.com/id/opportunities/jobs/ai-developer-nlp/9ea97eb4-367e-4099-ba8c-bbb6011924cf?utm_referrer=explore,9ea97eb4-367e-4099-ba8c-bbb6011924cf,full_time,onsite,1-3,Sarjana,Artificial Intelligence,AI Engineer,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
788,Engineering,Seminyak Town House Bali,-,"Attention to Detail,Engineer,Positive Attitude",https://glints.com/id/opportunities/jobs/engineering/f6f0a0c6-dc62-4ba2-9366-9d751f8595c9?utm_referrer=explore,f6f0a0c6-dc62-4ba2-9366-9d751f8595c9,full_time,onsite,3-5,SMA/SMK,Software,Software Engineer,4/3/2024,Kuta, Badung, Bali
789,Wordpress Developer,LabMu,-,"Cybersecurity,Teamwork,HTML5,Time Management,JavaScript,Problem Solving Skills,Collaboration,UX Design,WordPress Development,PHP,CSS3,Communication Skills",https://glints.com/id/opportunities/jobs/wordpress-developer/cd38688b-6dca-417c-93d7-277a27a4994e?utm_referrer=explore,cd38688b-6dca-417c-93d7-277a27a4994e,full_time,onsite,3-5,Diploma,Software,Wordpress Developer,4/3/2024,Kemantren Mergangsan, Yogyakarta, DI Yogyakarta
790,Base24 Engineer,Akar Inti Enterprise,-,"Atm,SQL,Hpe Nonstop Development,Base24,Hsm",https://glints.com/id/opportunities/jobs/base24-engineer/c0832d85-b210-4394-b072-4c97a097649d?utm_referrer=explore,c0832d85-b210-4394-b072-4c97a097649d,full_time,onsite,1-3,Sarjana,Software,Software Engineer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
791,Software Engineer,Akar Inti Enterprise,-,"SDLC,JavaScript,Software Development,Golang,Agile Methodologies,Communication Skills,Node.js,Python,Java",https://glints.com/id/opportunities/jobs/software-engineer/8fdbe770-1f7b-4c51-bcb7-d66105aba676?utm_referrer=explore,8fdbe770-1f7b-4c51-bcb7-d66105aba676,full_time,onsite,3-5,Sarjana,Software,Software Engineer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
792,Teknisi,Manna Bakery,-,"Electricity,Teamwork,Maintenance Engineering",https://glints.com/id/opportunities/jobs/teknisi/2d01d8b8-09ad-4e48-9fe3-e6b1172bc0bc?utm_referrer=explore,2d01d8b8-09ad-4e48-9fe3-e6b1172bc0bc,full_time,onsite,<1,Sarjana,Electronic & Semiconductor,Technician,4/3/2024,Kapanewon Depok, Sleman, DI Yogyakarta
793,iOS Developer [For Client],Rakamin Academy,-,"Information Technology,Swift,iOS Development",https://glints.com/id/opportunities/jobs/ios-developer-for-client/69121e4f-b376-4d67-b1f8-0297b4ead802?utm_referrer=explore,69121e4f-b376-4d67-b1f8-0297b4ead802,full_time,onsite,1-3,Sarjana,Mobile Development,iOS Developer,4/3/2024,Kramatjati, Jakarta Timur, DKI Jakarta
794,IT Technical Support,Global Excel Indonesia,-,"IT Management,IT Service Management,IT Infrastructure Management",https://glints.com/id/opportunities/jobs/it-technical-support/0092b570-c785-4588-9100-211c9a038e06?utm_referrer=explore,0092b570-c785-4588-9100-211c9a038e06,contract,onsite,3-5,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Pasar Minggu, Jakarta Selatan, DKI Jakarta
795,IT Operation Supervisor,Global Excel Indonesia,Rp9jt-Rp12jt,"Microsoft Excel,Pivot Table,Microsoft Office,Power BI,SQL",https://glints.com/id/opportunities/jobs/it-operation-supervisor/486a112b-9123-4673-a16f-42168a922cd7?utm_referrer=explore,486a112b-9123-4673-a16f-42168a922cd7,full_time,onsite,5-10,Sarjana,"Operation, Maintenance & Technical Support",Operations & Technology Professionals,4/3/2024,Pasar Minggu, Jakarta Selatan, DKI Jakarta
796,IT Support,Lintasarta,-,"ITIL,IT Infrastructure Management,Telecommunications,LAN,Computer Networking,IT Security",https://glints.com/id/opportunities/jobs/it-support/f74ff375-5ecf-4405-ad2a-93a4e1376a9c?utm_referrer=explore,f74ff375-5ecf-4405-ad2a-93a4e1376a9c,full_time,onsite,1-3,Diploma,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Gambir, Jakarta Pusat, DKI Jakarta
797,Quality Assurance,PT Prima Vista Solusi,-,"Quality Assurance,Automation Testing,Software Testing,Manual Testing",https://glints.com/id/opportunities/jobs/quality-assurance/9ff39406-c6e7-42fa-8091-a22ea62f7499?utm_referrer=explore,9ff39406-c6e7-42fa-8091-a22ea62f7499,full_time,onsite,<1,Sarjana,QA & Software Testing,Quality Assurance,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
798,Data Engineer Intern,Pt Vanz Inovatif Teknologi (qbit),Rp750rb-Rp1jt,"Query Database,Data Analytics,Dev Ops,Data Engineering",https://glints.com/id/opportunities/jobs/data-engineer-intern/800303b4-56e1-4995-8558-971f042101a6?utm_referrer=explore,800303b4-56e1-4995-8558-971f042101a6,internship,onsite,1-3,SMA/SMK,Data,Data Engineer,4/3/2024,Kembangan, Jakarta Barat, DKI Jakarta
799,TEKNISI UTILITY - BOGOR,PT Swakarya Insan Mandiri Banten-BODEBEK,-,"Internal Communications,Teknisi Utility,Leadership Development",https://glints.com/id/opportunities/jobs/teknisi-utility-bogor/2b63bbb0-2f9d-4863-a4a6-29e5633630b2?utm_referrer=explore,2b63bbb0-2f9d-4863-a4a6-29e5633630b2,contract,onsite,1-3,Diploma,Electronic & Semiconductor,Technician,4/3/2024,Tanah Sareal, Bogor, Jawa Barat
800,Full Stack Developer (Golang),Sagara Technology,Rp9jt-Rp12jt,"Programming Languages,React.js,Web Development",https://glints.com/id/opportunities/jobs/full-stack-developer-golang/432f7592-ae8c-48d4-9a21-094fa8c12145?utm_referrer=explore,432f7592-ae8c-48d4-9a21-094fa8c12145,full_time,onsite,3-5,Sarjana,Full Stack Development,Golang Developer,4/3/2024,Pancoran Mas, Depok, Jawa Barat
801,Administrator Document,PT Benua Bintang Jaya,-,"Office Administration,English Languange,Microsoft Office,Chinese Language",https://glints.com/id/opportunities/jobs/administrator-document/c3ead4f0-8be1-4d28-9a5b-9c8b1c0fcad4?utm_referrer=explore,c3ead4f0-8be1-4d28-9a5b-9c8b1c0fcad4,full_time,onsite,1-3,Sarjana,"Network, System & Database Admin",Database Administrator,4/3/2024,Pademangan, Jakarta Utara, DKI Jakarta
802,IT Application Support - Internship,Tri Sapta Jaya,-,"Troubleshooting,Python,Oracle Database",https://glints.com/id/opportunities/jobs/it-application-support-internship/579f3aa8-c996-4091-9d4d-cf57f45b2f96?utm_referrer=explore,579f3aa8-c996-4091-9d4d-cf57f45b2f96,internship,onsite,<1,Sarjana,"Operation, Maintenance & Technical Support",Application Support,4/3/2024,Pulogadung, Jakarta Timur, DKI Jakarta
803,Web Programmer Java Springboot Senior Level,Skyfy Studio,Rp8jt-Rp15jt,"Java Spring Boot,JavaScript,Java",https://glints.com/id/opportunities/jobs/web-programmer-java-springboot-senior-level/275201f1-c982-483f-9366-3474da64110a?utm_referrer=explore,275201f1-c982-483f-9366-3474da64110a,contract,onsite,3-5,Sarjana,Software,Java Developer,4/3/2024,Kelapa Gading, Jakarta Utara, DKI Jakarta
804,Backend Engineer,Turnkey Group,"Rp3jt-Rp4,5jt","PostgreSQL,Phyton,Express",https://glints.com/id/opportunities/jobs/backend-engineer/ec17c9ef-9b4c-4a79-977c-6f871a52c746?utm_referrer=explore,ec17c9ef-9b4c-4a79-977c-6f871a52c746,contract,remote,1-3,Diploma,Backend Development,Backend Developer,4/3/2024,Sukajadi, Bandung, Jawa Barat
805,Staf Administration (advance in Excel),PT Sinergi Performa Cipta,"Rp2,2jt-Rp2,5jt","Administration,Google Sheets,Microsoft Excel,Content Writing,Data Analytics",https://glints.com/id/opportunities/jobs/staf-administration-advance-in-excel/2d878c9e-5985-4594-b183-d61d60409473?utm_referrer=explore,2d878c9e-5985-4594-b183-d61d60409473,full_time,onsite,<1,Sarjana,"Network, System & Database Admin",Data Entry,4/3/2024,Kemantren Ngampilan, Yogyakarta, DI Yogyakarta
806,Frontend Web Developer,PT Metaverse Indonesia Makmur (Nusameta),-,"Communication Skills,Multitasking,Analytical Skills,Teamwork",https://glints.com/id/opportunities/jobs/frontend-web-developer/2344848b-6e13-450b-92d4-e50039144543?utm_referrer=explore,2344848b-6e13-450b-92d4-e50039144543,full_time,onsite,3-5,Sarjana,Frontend Development,Frontend Engineer,4/3/2024,Kebayoran Baru, Jakarta Selatan, DKI Jakarta
