Role,Company Name,Location,Posted Date,Extracted Date,Key Skill,Experience,Job Description,More Detail
Jr. Data Analyst,HUDSONS BAY SERVICES PRIVATE LIMITED,Other City(s) in Karnataka,few days ago,2024-02-19,"data analysis   ,   project management   ,   business intelligence   ,   sql   ,   python   ,  visualization  ,  data mining  ,  dashboards  ,  data extraction  ,  advanced analytics  ,  data analytics  ,  business analytics  ,  data analyst  ,  retail analytics",2 - 5 yrs,"Job Details Jr. Data Analyst Location: BANGALORE ,  KARNATAKA Date Opened: 11 / 16 / 2023Job Type: Job Number: 230004GPJob Description Day in the Life:The Data Analyst will be...",https://www.timesjobs.com/job-detail/jr-data-analyst-hudsons-bay-services-private-limited-other-city-s-in-karnataka-2-to-5-yrs-jobid-So1aGzVKFoBzpSvf__PLUS__uAgZw==&source=srp
Data Analyst  /  Business Analyst,SLA Consultants India,"Noida/Greater Noida,  Gurgaon,  Delhi,  Delhi/NCR",5 days ago,2024-02-19,"process analyst  ,  dashboards  ,  ms access  ,  vba  ,  bi  ,  business analyst  ,  sql  ,  advanced excel  ,  data",3 - 5 yrs,and Advanced Excel is preferredFamiliarity with RDBMS is expected. Understanding of MySQL query is an added advantage.Ability to multi task and good time management skills is ...,https://www.timesjobs.com/job-detail/data-analyst-business-analyst-sla-consultants-india-noida-greater-noida-gurgaon-delhi-delhi-ncr-3-to-5-yrs-jobid-tnz3VmbO75dzpSvf__PLUS__uAgZw==&source=srp
Associate Data Analyst,Clarivate Analytics,Bengaluru / Bangalore,3 days ago,2024-02-19,"data analysis   ,   research   ,   data mining   ,   sql   ,   advanced excel   ,  compensation",1 - 4 yrs,"Job Number: JREQ125061City ,  ST: Bangalore ,  KADate Posted: 10 / 25 / 2023Fraud Warning: Please be advised that recently there have been fraudulent job offers and interviews...",https://www.timesjobs.com/job-detail/associate-data-analyst-clarivate-analytics-bengaluru-bangalore-1-to-4-yrs-jobid-__SLASH__9hbk0__SLASH__G7q1zpSvf__PLUS__uAgZw==&source=srp
MIS executive - Data Analyst,NIPPON DATA SYSTEM,"Delhi,  Delhi/NCR",3 days ago,2024-02-19,"oracle  ,  bi  ,  siebel  ,  sql  ,  oracle erp  ,  mvc  ,  crm",3 - 5 yrs,Job Description : Responsible for creating and generating Service Order reports required for Keysight internally using Business Intelligence reporting tools and able to provid...,https://www.timesjobs.com/job-detail/mis-executive-data-analyst-nippon-data-system-delhi-delhi-ncr-3-to-5-yrs-jobid-Hbp8BAo__SLASH__VDBzpSvf__PLUS__uAgZw==&source=srp
Data Analyst at Toolyt,toolyt,Jaipur,few days ago,2024-02-19,"data analysis   ,   statistical techniques   ,   database management   ,   data collection systems   ,   sql database design   ,  maths  ,  science  ,  statistics",1 - 5 yrs,"Data Analyst at Toolyt LocationJaipur ,  IndiaSalary35000 - 45000  / monthJob TypeFull-timeDate PostedDecember 13th ,  2023Apply NowWe are looking for a passionate certified D...",https://www.timesjobs.com/job-detail/data-analyst-at-toolyt-toolyt-jaipur-1-to-5-yrs-jobid-npBDOtTsQJpzpSvf__PLUS__uAgZw==&source=srp
Nielsen - Data Analyst  ( analytics ),Nielsen Research Ltd. Co.,Mumbai,6 days ago,2024-02-19,"data analysis   ,   sql   ,   data warehousing   ,   dashboarding and reporting   ,   data visualization   ,  bi  ,  satellite  ,  big data  ,  cloud services  ,  python  ,  reporting tools",5 - 8 yrs,"Data Analyst  ( analytics )  Mumbai ,  IndiaContent  &  Editorial  Content  &  Editorial  / Full Time /  RemoteAt Nielsen ,  we believe that career growth is a partnership. Yo...",https://www.timesjobs.com/job-detail/nielsen-data-analyst-analytics-nielsen-research-ltd-co-mumbai-5-to-8-yrs-jobid-UzTaBvb__PLUS__uI9zpSvf__PLUS__uAgZw==&source=srp
Data Analyst Associate,Zobello.com,"Delhi,  Delhi/NCR",5 days ago,2024-02-19,"data mining  ,  data analysis  ,  data modeling",1 - 2 yrs,Zobello is looking for a Data Analyst Associate who will be responsible for presenting data to derive actionable results. What we are looking out for: Graduate with 1-2 years ...,https://www.timesjobs.com/job-detail/data-analyst-associate-zobello-com-delhi-delhi-ncr-1-to-2-yrs-jobid-l__SLASH__xvd0V__PLUS__axtzpSvf__PLUS__uAgZw==&source=srp
BUSINESS DATA ANALYST,green-tree advisory,Gurgaon,5 days ago,2024-02-19,"oracle  ,  information management  ,  sas  ,  data mining  ,  ms access  ,  javascript  ,  sql  ,  database  ,  bw  ,  xml",3 - 6 yrs,"Job Summary Desired Experience : Minimum 3 years of experience in data models ,  database design development ,  data mining and segmentation techniques.details: Developing Sup...",https://www.timesjobs.com/job-detail/business-data-analyst-green-tree-advisory-gurgaon-3-to-6-yrs-jobid-__SLASH__kuYVL79PqBzpSvf__PLUS__uAgZw==&source=srp
Data Analysts / HTML Editor,ace softex pvt. ltd.,Rajkot,5 days ago,2024-02-19,"css  ,  xml  ,  html",0 - 3 yrs,"Job Description and scope of the work: Need to work in shift hours ,  first shift  ( 6:30a to 2:30p )  for female and  ( 2:30p to 10:30p )  second shift for maleWork involves ...",https://www.timesjobs.com/job-detail/data-analysts-html-editor-ace-softex-pvt-ltd-rajkot-0-to-3-yrs-jobid-wlDd24X5uGpzpSvf__PLUS__uAgZw==&source=srp
Sr. Data Analyst  ( Contractor ),netskope software pvt.ltd,Bengaluru / Bangalore,6 days ago,2024-02-19,"data analysis  ,   mentoring  ,   looker  /  tableau  /  power bi  ,   sql  ,   communication   ,  communication skills  ,  employee recognition",8 - 11 yrs,"About Netskope Today ,  there's more data and users outside the enterprise than inside ,  causing the network perimeter as we know it to dissolve. We realized a new perimeter ...",https://www.timesjobs.com/job-detail/sr-data-analyst-contractor-netskope-software-pvt-ltd-bengaluru-bangalore-8-to-11-yrs-jobid-5VEh5rAeax5zpSvf__PLUS__uAgZw==&source=srp
Sr. Data Analyst  ( Contractor ),netskope software pvt.ltd,Bengaluru / Bangalore,6 days ago,2024-02-19,"data analysis  ,   leadership  ,   looker  /  tableau  /  power bi  ,   sql  ,   communication   ,  communication skills  ,  employee recognition",8 - 11 yrs,"About Netskope Today ,  there's more data and users outside the enterprise than inside ,  causing the network perimeter as we know it to dissolve. We realized a new perimeter ...",https://www.timesjobs.com/job-detail/sr-data-analyst-contractor-netskope-software-pvt-ltd-bengaluru-bangalore-8-to-11-yrs-jobid-YW4IoxTJNAJzpSvf__PLUS__uAgZw==&source=srp
Senior Data Analysts,pratibha analytics,Hyderabad/Secunderabad,few days ago,2024-02-19,"bi  ,  hadoop  ,  pl  /  sql  ,  big data  ,  sql",1 - 6 yrs,"Requirements1-6 years experience. Skills include ,  Data architecture ,  ETL skills ,  Data Munging ,  Data Cleansing ,  pre-processing. SQL ,  PL / SQL ,  ETL tools ,  BI / D...",https://www.timesjobs.com/job-detail/senior-data-analysts-pratibha-analytics-hyderabad-secunderabad-1-to-6-yrs-jobid-THvRE__SLASH__nu4pRzpSvf__PLUS__uAgZw==&source=srp
Intern Data Analyst / Entry,3RI Technologies Pvt Ltd,Pune,few days ago,2024-02-19,"data analysis   ,   entry level   ,   research   ,   excel   ,   problem solving   ,  interview",0 - 3 yrs,"Intern Data Analyst / EntryDesignation :- Intern Data Analyst / EntryLocation :- Aundh ,  PuneSalary :- 12k per monthFresher  /  Experience :- FresherJob timing :- 09:00 am to...",https://www.timesjobs.com/job-detail/intern-data-analyst-entry-3ri-technologies-pvt-ltd-pune-0-to-3-yrs-jobid-TMdntBLGP__PLUS__FzpSvf__PLUS__uAgZw==&source=srp
Simpl - Data Analyst Fraud,m / s simplex infrastructures ltd,Bengaluru / Bangalore,few days ago,2024-02-19,"quantitative analytics   ,   risk assessment   ,   fraud detection   ,   underwriting   ,   machine learning   ,  bi  ,  sql  ,  python",1 - 5 yrs,Data Analyst Fraud BengaluruEngineering  / Full-time /  On-siteAbout SimplSimpl is Indias leading checkout network meant to make payments invisible and money intelligent. It i...,https://www.timesjobs.com/job-detail/simpl-data-analyst-fraud-m-s-simplex-infrastructures-ltd-bengaluru-bangalore-1-to-5-yrs-jobid-DUMeU0Crr1RzpSvf__PLUS__uAgZw==&source=srp
Lead Data Analyst,grazitti interactive,Mohali,few days ago,2024-02-19,"apache  ,  xml  ,  ssrs  ,  python  ,  oracle  ,  javascript  ,  business objects  ,  algorithms  ,  data mining  ,  bi  ,  sql  ,  hadoop  ,  sas  ,  written communication",6 - 9 yrs,"Job DescriptionAs a Lead Data Analyst ,  your role is to analyze and interpret data. You will have to work with large sets of information ,  such as sales histories and custom...",https://www.timesjobs.com/job-detail/lead-data-analyst-grazitti-interactive-mohali-6-to-9-yrs-jobid-YfRs3zR3rlBzpSvf__PLUS__uAgZw==&source=srp
"Data Scientist ,  Data Analyst",ion trading india pvt. ltd.,,few days ago,2024-02-19,"bi  ,  big data  ,  python  ,  information retrieval  ,  problem solving  ,  team player  ,  machine learning",2 - 3 yrs,We see an increased need for the wide business to explore and unveil the value hidden in the big variety of data assets available in the group. We want to grow substantially t...,https://www.timesjobs.com/job-detail/data-scientist-data-analyst-ion-trading-india-pvt-ltd-2-to-3-yrs-jobid-Ss5EzLERdpdzpSvf__PLUS__uAgZw==&source=srp
Financial Ops Data Analyst,aeries technology group  ( sabre industries ),Bengaluru / Bangalore,few days ago,2024-02-19,"reports  ,  conditional formatting  ,  accounting  ,  issue  ,  reconciliation  ,  excel  ,  financial operations  ,  accounts  ,  finance",1 - 3 yrs,RESPONSIBILITIES Process data to reconcile accounts with 100 PERCENT  accuracy Meet internal deadlines for reconciliations and other projects related to reconciliation. Levera...,https://www.timesjobs.com/job-detail/financial-ops-data-analyst-aeries-technology-group-sabre-industries-bengaluru-bangalore-1-to-3-yrs-jobid-3SD0S2rJpd5zpSvf__PLUS__uAgZw==&source=srp
Data analyst :- CANADA / AUSTRALIA,"Amit Kumar Sachdeva
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Data Analysis  ,  data analyst  ,  Data Base Administration  ,  Data Communication  ,  Data Gathering",2 - 7 yrs,"Greetings from CRS Visa , We have vacancy In abroad.designation: Data Scientist ,  Data Engineering etcSalary- 32 Lac - 95 Lac INR / annumEducation- In Graduation RequiredLoca...",https://www.timesjobs.com/job-detail/data-analyst-canada-australia-amit-kumar-sachdeva-australia-canada-2-to-7-yrs-jobid-QDd7QSXvk1RzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship in Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),4 days ago,2024-02-19,.,0 - 1 yrs,Maxgen technologies pvt ltd offering college project internship in pune . internship we are offering in data analyst and data analysis program.what we are offering?available f...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-yZdLGU0EQRxzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship In Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),few days ago,2024-02-19,.,0 - 1 yrs,Maxgen technologies pvt ltd offering college project internship in pune . internship we are offering in data analyst and data analysis program.what we are offering?available f...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-__SLASH__LEOq6LiONdzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship in Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),few days ago,2024-02-19,.,0 - 1 yrs,Maxgen Technologies pvt ltd offering live project web development internship in pune. we are offering internships in data analyst Program.benefit to join us ?college project r...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-__SLASH__dWwgnRy1A1zpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship in Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),few days ago,2024-02-19,.,0 - 1 yrs,Maxgen Technologies pvt ltd offering live project web development internship in pune. we are offering internships in node js and backed development.benefit to join us ?college...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-2CNGQAvzoLhzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship in Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),few days ago,2024-02-19,.,0 - 1 yrs,Maxgen technologies pvt ltd offering college project internship in pune . internship we are offering in data analyst and data analysis program.what we are offering?available f...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-HeIT7J04jitzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship in Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),few days ago,2024-02-19,.,0 - 1 yrs,Maxgen Technologies Pvt Ltd is an it company based in pune .internship we are offering in data analyst and data analysis program why us ?skilled professional teamwork.inspirin...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-amravati-aurangabad-sangli-satara-0-to-1-yrs-jobid-__SLASH__tRVnJ28XHlzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship In Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),a month ago,2024-02-19,.,0 - 1 yrs,Maxgen Technologies Pvt Ltd is an it company based in pune .internship we are offering in data analyst and data analysis program.why us ?skilled professional teamwork.inspirin...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-amravati-aurangabad-sangli-satara-0-to-1-yrs-jobid-aJh2__PLUS__m8Pc4hzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship In Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),few days ago,2024-02-19,.,0 - 1 yrs,Maxgen Technologies Pvt Ltd is an it company based in pune .internship we are offering in data analyst and data analysis development program.why us ?skilled professional teamw...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-amravati-aurangabad-sangli-satara-0-to-1-yrs-jobid-2Is9Vdnkob9zpSvf__PLUS__uAgZw==&source=srp
DATA ANALYST INTERNSHIP IN PUNE,"Maxgen Technologies
     (More Jobs)",(More Jobs),a month ago,2024-02-19,.,0 - 1 yrs,Maxgen Technologies Pvt Ltd is an it company based in pune .internship we are offering in data analyst and data analytics program.why us ?skilled professional teamwork.inspiri...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-amravati-aurangabad-sangli-satara-0-to-1-yrs-jobid-fnpmzRXwEpJzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship in Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),a month ago,2024-02-19,.,0 - 1 yrs,Maxgen Technologies pvt ltd offering internships in pune .the interns will get live project internships in data anlayst and data analysis.\why we are top choice?committed to o...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-amravati-aurangabad-sangli-satara-0-to-1-yrs-jobid-q5WVg2v6HTNzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship in Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),a month ago,2024-02-19,.,0 - 1 yrs,Maxgen Technologies pvt ltd offering internships in pune .the interns will get live project internships in data analyst and data analysis.\why we are top choice?committed to o...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-amravati-aurangabad-sangli-satara-0-to-1-yrs-jobid-iwjcQf8tNuxzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship in Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),a month ago,2024-02-19,data analytics,0 - 1 yrs,Maxgen Technologies Pvt ltd offers live project Winter Internship in Pune . We are offering internships in data analytics and data analysis.Reason to choose us ?Long-time or S...,https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-3NOp4f8v90RzpSvf__PLUS__uAgZw==&source=srp
Data Analyst Internship in Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),a month ago,2024-02-19,data analyst,0 - 1 yrs,"Maxgen technologies Pvt ltd offers live project Winter Internship in Pune .We are offering internships in data analyst ,  data analysis.Reason to choose us ?Long-time or Short...",https://www.timesjobs.com/job-detail/data-analyst-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-7Z8uet1VU1dzpSvf__PLUS__uAgZw==&source=srp
Big Data Analyst,"HR Jobs Placements
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Data Warehousing  ,  Data Analysis  ,  new program launches  ,  SLA  ,  Team Management  ,  crawling  /  web scraping  ,   Data Modeling   ,  ETL development  ,  Java  ,  scala   ,  big data technologies",11 - 16 yrs,JDThis role's primary responsibility is to build the Data warehouse to manage the ever-growing data biomedical data that inference is acquiring from various channels. Put toge...,https://www.timesjobs.com/job-detail/big-data-analyst-hr-jobs-placements-bengaluru-bangalore-delhi-ncr-hyderabad-secunderabad-kolkata-mumbai-11-to-16-yrs-jobid-vduNjE7D04hzpSvf__PLUS__uAgZw==&source=srp
"Data Analyst , Data Analyst / Modeler , Business Analyst , Manager","Prime immigration llp
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Business Analysis  ,  Lead Generation  ,  Market Research  ,  Digital Marketing  ,  Online Marketing  ,  Data Analysis",5 - 10 yrs,KINDLY CALL  &  WHATSUP ON +91 8368445804Job descriptionThe Cyber Review Team Lead will be expected to be able to perform all the duties / responsibilitiesof a Review Analyst ...,https://www.timesjobs.com/job-detail/data-analyst-data-analyst-modeler-business-analyst-manager-this-is-prime-immigration-dubai-australia-canada-germany-5-to-10-yrs-jobid-psF76vNS1mhzpSvf__PLUS__uAgZw==&source=srp
"Business Data Analyst  ( BDA )  , Application",Netxcell Ltd,Vijayawada,few days ago,2024-02-19,"data analytics  ,  c  ,  computer application  ,  data analyst",3 - 6 yrs,"Job Title Business Data Analyst  ( BDA )  , Application Category Technology Experience Minimum 3 years Description Experience in the field of Data Analytics in Taxation Qualif...",https://www.timesjobs.com/job-detail/business-data-analyst-bda-application-netxcell-ltd-vijayawada-3-to-6-yrs-jobid-ixROmLwuty5zpSvf__PLUS__uAgZw==&source=srp
data analyst / power bi developer.,Randstad MENA,Chennai,5 days ago,2024-02-19,"1  )   data analyst 2  )   power bi 3  )   sql 4  )   analyzing data 5  )   communication skills   ,  agile",7 - 10 yrs,"Job DetailsSummary:Location: Chennai ,  Tamil NaduEmployer: A client of Randstad IndiaJob type: PermanentReference Number:JPC - 93885Job Details:Role: Data AnalystPrimary Skil...",https://www.timesjobs.com/job-detail/data-analyst-power-bi-developer-randstad-mena-chennai-7-to-10-yrs-jobid-pKP1VYJzel9zpSvf__PLUS__uAgZw==&source=srp
Senior Data Analyst  ( Remote )  Preferable,CAMBRIDGE TECHNOLOGY INDIA PVT LTD,,few days ago,2024-02-19,"visualization  ,  information technology  ,  data mining  ,  sql  ,  java  ,  business process improvement  ,  data analytics  ,  data analysis  ,  consulting  ,  business analysis  ,  mining  ,  data analyst  ,  business intelligence reporting  ,  tableau  ,  predictive modeling  ,  statistical analysis",2 - 6 yrs,Join the Cambridge Technology team and grow your career. We are solving real world problems with creative innovation at some of the most recognizable corporations in the world...,https://www.timesjobs.com/job-detail/senior-data-analyst-remote-preferable-cambridge-technology-india-pvt-ltd-2-to-6-yrs-jobid-UbZyj6vjGJVzpSvf__PLUS__uAgZw==&source=srp
Data Analyst - Analyst  /  Sr Analyst,Information Services Group,Bengaluru / Bangalore,few days ago,2024-02-19,"data analysis   ,   python   ,   excel   ,   sql   ,   communication   ,  bi  ,  data extraction  ,  database  ,  git  ,  technical skills  ,  machine learning  ,  infrastructure  ,  data communication",2 - 3 yrs,"Data Analyst - Analyst  /  Sr Analyst Research-Provider Lens Bangalore ,  IndiaApplyDescriptionWanted: dynamic and creative individuals ready to connect with a like-minded tea...",https://www.timesjobs.com/job-detail/data-analyst-analyst-sr-analyst-information-services-group-bengaluru-bangalore-2-to-3-yrs-jobid-W0U__SLASH__z__SLASH__yBJnFzpSvf__PLUS__uAgZw==&source=srp
Senior Data Analyst Global Assurance,cme group,Bengaluru / Bangalore,few days ago,2024-02-19,"data analysis   ,   data visualization   ,   python programming   ,   tableau   ,   looker   ,  oracle pl  /  sql  ,  sharepoint  ,  software requirements  ,  director  ,  composer  ,  problem solving  ,  cloud storage",3 - 6 yrs,"Senior Data Analyst Global Assurance Location: Bengaluru ,  KA ,  IndiaShare:DescriptionDescription:The Senior / Lead Analyst delivers on data-driven objectives that support d...",https://www.timesjobs.com/job-detail/senior-data-analyst-global-assurance-cme-group-bengaluru-bangalore-3-to-6-yrs-jobid-6M__PLUS__xL9LAZzlzpSvf__PLUS__uAgZw==&source=srp
Data Analyst - Analyst  /  Sr. Analyst,Information Services Group,Bengaluru / Bangalore,few days ago,2024-02-19,"data analysis   ,   english communication   ,   research skills   ,   organizational skills   ,   data manipulation   ,  css  ,  database  ,  html  ,  telerik  ,  javascript  ,  infrastructure",2 - 3 yrs,"Data Analyst - Analyst  /  Sr. Analyst Global Advisory-Data  &  Analytics Bangalore ,  IndiaApplyDescriptionWanted: dynamic and creative individuals ready to connect with a li...",https://www.timesjobs.com/job-detail/data-analyst-analyst-sr-analyst-information-services-group-bengaluru-bangalore-2-to-3-yrs-jobid-5d0VTzfecTNzpSvf__PLUS__uAgZw==&source=srp
ACO Data Analyst Call rina,"White Horse Manpower Consultancy P Ltd
     (More Jobs)",(More Jobs),a month ago,2024-02-19,"SQL  ,   IBM Cognos  ,   Spotfire  ,   Knowledge of Scripting   (  XML  ,   Java Script  ,   Shell Scripting  ,   Perl etc  )",2 - 7 yrs,Extract weekly data for COMPANIES clients     Make sure the data is placed in the right servers     To Run scripts to covert the data into COMPANIES s data warehouse format   ...,https://www.timesjobs.com/job-detail/aco-data-analyst-call-rina-white-horse-manpower-consultancy-p-ltd-bengaluru-bangalore-2-to-7-yrs-jobid-__PLUS__xI6yzPKYmJzpSvf__PLUS__uAgZw==&source=srp
